congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
112,House,21132,22,8,IN,200,0,1,"BUCSHON, Larry",B001275,1962,,0.39,0.232,-142.29391,0.90509,1427,56,,0.399,0.271
112,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.279,0.014,-371.74272,0.74692,1274,155,,0.338,-0.052
112,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-314.83026,0.787,1316,131,,0.318,-0.157
112,House,21133,22,9,IN,200,0,1,"YOUNG, Todd",Y000064,1972,,0.484,0.057,-180.19607,0.88114,1424,76,,0.543,0.075
112,House,20719,31,1,IA,100,0,1,"BRALEY, Bruce",B001259,1957,,-0.31,-0.205,-232.61418,0.842,1357,90,,-0.317,-0.303
112,House,20720,31,2,IA,100,0,1,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.039,-314.52652,0.79968,1407,137,,-0.276,0.007
112,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,,-0.238,0.289,-478.95433,0.714,1424,219,,-0.252,0.271
112,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-273.24294,0.825,1423,114,,0.552,0.11
112,House,20325,31,5,IA,200,0,1,"KING, Steve",K000362,1949,,0.616,0.239,-302.97099,0.80428,1391,103,,0.511,0.224
112,House,29375,13,3,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.26,-0.033,-267.86402,0.82665,1407,98,,0.227,0.227
112,House,21134,32,1,KS,200,0,1,"HUELSKAMP, Tim",H001057,1968,,0.744,-0.466,-244.9664,0.843,1431,104,,0.708,-0.285
112,House,20915,32,2,KS,200,0,1,"JENKINS, Lynn",J000290,1963,,0.524,0.002,-156.77173,0.89413,1401,70,,0.558,0.142
112,House,21135,32,3,KS,200,0,1,"YODER, Kevin",Y000063,1976,,0.56,0.024,-198.63609,0.87022,1429,95,,0.59,0.022
112,House,21136,32,4,KS,200,0,1,"POMPEO, Mike",P000602,1963,,0.66,0.164,-120.11222,0.91938,1429,44,,0.689,0.171
112,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-213.52618,0.858,1398,84,,0.312,0.125
112,House,20916,51,2,KY,200,0,1,"GUTHRIE, Brett",G000558,1964,,0.413,0.245,-152.00204,0.89876,1424,52,,0.394,0.188
112,House,20723,51,3,KY,100,0,1,"YARMUTH, John",Y000062,1947,,-0.378,-0.272,-159.43991,0.89148,1388,61,,-0.396,-0.214
112,House,20108,71,53,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.106,-197.56433,0.87029,1422,78,,-0.346,-0.048
112,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.26,-208.78632,0.85592,1342,83,,-0.503,-0.121
112,House,20511,51,4,KY,200,1,1,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0.398,0.412,-200.34493,0.86,1324,85,,0.337,0.243
112,House,20301,41,3,AL,200,0,1,"ROGERS, Mike Dennis",R000575,1958,,0.338,0.446,-153.47228,0.89783,1424,63,,0.291,0.659
112,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.092,-173.28998,0.88512,1420,66,,0.287,0.601
112,House,20120,23,8,MI,200,0,1,"ROGERS, Mike",R000572,1963,,0.4,0.098,-170.54424,0.887,1418,64,,0.426,0.223
112,House,20326,51,6,KY,100,0,1,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-470.2733,0.716,1407,236,,-0.2,0.434
112,House,20759,45,1,LA,200,0,1,"SCALISE, Steve",S001176,1965,,0.561,0.121,-158.83871,0.89403,1418,53,,0.593,0.174
112,House,21137,45,2,LA,100,0,1,"RICHMOND, Cedric",R000588,1973,,-0.477,0.324,-284.23652,0.81446,1385,118,,-0.469,0.299
112,House,21138,45,3,LA,200,0,1,"LANDRY, Jeff",L000574,1970,,0.614,-0.112,-201.59879,0.861,1348,88,,0.61,-0.171
112,House,20918,45,4,LA,200,0,1,"FLEMING, John",F000456,1951,,0.59,0.022,-153.34173,0.898,1426,57,,0.621,0.101
112,House,90327,45,5,LA,200,0,1,"ALEXANDER, Rodney",A000361,1946,,0.331,0.408,-156.77595,0.894,1400,69,,0.29,0.364
112,Senate,40304,54,0,TN,200,0,1,"ALEXANDER, Lamar",A000360,1940,,0.323,-0.183,-107.36515,0.76356,398,44,,0.311,-0.217
112,House,20919,45,6,LA,200,0,1,"CASSIDY, Bill",C001075,1957,,0.453,-0.101,-226.86911,0.85069,1403,88,,0.455,-0.022
112,House,20514,45,7,LA,200,0,1,"BOUSTANY, Charles W.",B001255,1956,,0.392,0.308,-194.27829,0.871,1407,81,,0.471,0.207
112,House,20920,2,1,ME,100,0,1,"PINGREE, Chellie",P000597,1955,,-0.421,-0.403,-177.46005,0.88047,1394,69,,-0.434,-0.377
112,House,20328,2,2,ME,100,0,1,"MICHAUD, Michael H.",M001149,1955,,-0.283,-0.071,-403.33004,0.754,1426,173,,-0.236,-0.187
112,House,21139,52,1,MD,200,0,1,"HARRIS, Andy",H001052,1957,,0.605,-0.312,-412.44926,0.74853,1424,159,,0.534,-0.383
112,House,20329,52,2,MD,100,0,1,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.295,0.137,-291.31437,0.80945,1378,103,,-0.311,0.163
112,House,20724,52,3,MD,100,0,1,"SARBANES, John",S001168,1962,,-0.469,-0.078,-168.15737,0.88884,1427,90,,-0.476,-0.053
112,House,20763,52,4,MD,100,0,1,"EDWARDS, Donna F.",E000290,1958,,-0.562,-0.294,-172.40265,0.886,1418,74,,-0.56,-0.256
112,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.117,-219.40952,0.85261,1376,85,,-0.41,0.152
112,House,29356,52,6,MD,200,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-390.64968,0.757,1404,149,,0.424,-0.287
112,House,29587,52,7,MD,100,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,,-0.438,-0.151,-186.54689,0.87591,1408,84,,-0.495,-0.057
