;politician;Anarchism;Antisemitism;Capitalism;Christianity;Communism;Conservatism;Democracy;Fascism;Feminism;Islamophobia;Left-wing politics;Liberalism;Marxism;Nationalism;Neo-Nazism;Protestantism;Right-wing politics;Secularism;Socialism;White supremacy;target
69;Susan Davis (D);0.2355732396108658;0.040149141789660975;0.15196584569597932;0.055044548360273754;0.09516898795133433;0.04551523191747578;0.044678636673993743;0.05007439121503676;0.16824552898198067;0.0942014691362575;0.1435816897214461;0.021944181255590237;0.1934687604458026;0.20829417630691613;0.10138694868639991;0.02216061233870588;0.0541892887138912;0.08442773983652979;0.1074649173752379;0.3283118315345785;Democrat
70;Diana DeGette (D);0.0179297399281747;0.06584147852904991;0.183073620057716;0.044383960896359154;0.09310346560410944;0.038850590436572616;0.16929509324871822;0.04374853081356075;0.095805035791885;0.14649916314324082;0.25525708437278044;0.017402122652999293;0.13584180772256643;0.08925718672515964;0.0991303578169469;0.019595930545462756;0.04506432946536284;0.09410786934946536;0.0717426224837202;0.12437877282085956;Democrat
71;Jared Polis (D);0.22984085471402824;0.13498006574536112;0.07231758243281619;0.03394626582371651;0.06325917530605539;0.04654186893830052;0.035615047535710084;0.06918001375984553;0.08702657828074709;0.2663775404645001;0.2642152408217861;0.10766546098157419;0.20513754177928778;0.07217051515743167;0.44834056926383886;0.020089905073480765;0.05371304437604566;0.22570780643535449;0.1051980387102026;0.08232849025422635;Democrat
72;Scott Tipton (R);0.12952445623558254;0.05143932982164491;0.1394692866722731;0.03569335804685151;0.08116258613305924;0.04545701665288374;0.06604200652521573;0.050528267215301924;0.08800521476204701;0.11988025593861196;0.12799680722864987;0.12018004721169999;0.11387511816335583;0.0763706605002867;0.09147417661734014;0.019728124524403534;0.048054889849461435;0.08635595078532546;0.06192402622971256;0.10181083215442109;Republican
73;Cory Gardner (R);0.2686394736789321;0.026761383961266854;0.19787440488780125;0.038243770517711356;0.08347376334676813;0.04756746971216994;0.14101532702150169;0.054420153035138315;0.09115166762403382;0.12885108683997945;0.2649968081971395;0.2533622659562164;0.11514327067517352;0.08264539188878567;0.09968256813584367;0.02163932461721673;0.0539587551572959;0.08736321017969739;0.06485273825107865;0.10744325330895649;Republican
74;Doug Lamborn (R);0.04956531162734994;0.11085005169105287;0.05058215805707719;0.04634890325571288;0.06363862284106761;0.039042376165849955;0.07017262026074944;0.04847097148633816;0.10754075257007968;0.11851612170422461;0.046670964727474486;0.07112347094499841;0.11021108672624987;0.13631505259169216;0.13497689990766426;0.08886091224299013;0.05005048232204081;0.08243836066881499;0.049370503870658;0.11464536432613186;Republican
75;Mike Coffman (R);0.16600357552746417;0.05363876423866531;0.13976885281841434;0.03695634777255936;0.0755648867975186;0.041627045681782944;0.008189999338571343;0.047160093450471285;0.08941869847107792;0.12385742861293778;0.12679519253199165;0.21068717645791732;0.11330174605380483;0.07117814387013154;0.08871123710170051;0.019997470557295515;0.0077975623766434275;0.009268164553904477;0.059643916061007385;0.08905024599380608;Republican
76;Ed Perlmutter (D);0.06944143593413028;0.05279483026336037;0.12978853836035203;0.03268189082728534;0.0793389961814005;0.0368014610147766;0.07158787203032173;0.038257911916085484;0.1073470717951076;0.1283093384528689;0.10302224129344947;0.052319868457481405;0.11226567968502443;0.07686923650253506;0.09579639297306246;0.019835215468939023;0.04374649293216162;0.09084928947655802;0.06186612692396379;0.10969187910428903;Democrat
77;John Larson (D);0.2967801527550703;0.10924026504236367;0.154637178889226;0.033788227764821176;0.10835723234372005;0.14214819665154985;0.13198943139733116;0.15191755038232654;0.1827315451693648;0.23406959848799913;0.2796681733430738;0.18520952036329708;0.16345535026218536;0.160509287185184;0.23525035495633084;0.02253237191645237;0.2603728862451956;0.23395558063737504;0.07982775981973679;0.1479918101061465;Democrat
78;Rosa DeLauro (D);0.2994640183920987;0.07285397832907571;0.016192101786941214;0.03001983501906437;0.06442659959140548;0.0322156755814204;0.014768437842236942;0.0666711981498846;0.060454168467906313;0.0750843445586771;0.01615767390912686;0.03633415070850981;0.08554431530748474;0.017131165722630372;0.04193853033854548;0.0566899489742475;0.017544547747227583;0.08880730261503157;0.050619056265297335;0.09009110006736509;Democrat
79;Jim Himes (D);0.20030502283761215;0.06897050939768273;0.014800789356674279;0.02794236603028501;0.06108698273598303;0.04743325234217819;0.015512126436559743;0.048998231914573975;0.07922330369527683;0.07873421395515987;0.134685380173156;0.03672982733586865;0.08526763178687055;0.016505180099888137;0.27798630301748745;0.043511923417879926;0.054085248531706855;0.08806696293200941;0.08188120266720726;0.0899581591695753;Democrat
80;Chris Murphy (D);0.06856528742620566;0.13614594787303905;0.07329365343027701;0.031356584077802445;0.06047773982405719;0.07096194702129259;0.06532717667243719;0.04850777157577974;0.1707984012335753;0.27446431999074544;0.014820053227587036;0.08468659332717636;0.2049697843036491;0.18374416032686905;0.04130107560593007;0.09691854732374505;0.0510963022750348;0.08329061949218171;0.09257437548229057;0.07258986907224724;Democrat
81;Steve Southerland (Florida politician) (R);0.05222452870025379;0.019590028193477316;0.052592444968588205;0.0392208527916891;0.04742252132828179;0.047349770819607735;0.04687449689049109;0.0548348676965166;0.0669814711171934;0.06858710859140674;0.052903818788653564;0.054525141016310286;0.06815936537645868;0.0520812274040478;0.2837547216117865;0.015922768367619758;0.0609810847135858;0.05781169074001249;0.03770090967390364;0.0547681406102821;Republican
82;Corrine Brown (D);0.05330905384511054;0.17565010943521076;0.07164461573815462;0.031101096397985317;0.05774376051420229;0.04430427033698245;0.059911552665517905;0.047445304713061236;0.18320847289597755;0.43993052086548473;0.2509516726396533;0.045403548536335665;0.06817582174433634;0.060549692299683815;0.329143464430244;0.04785735892722626;0.05200070323050318;0.0855394381842331;0.03699463905539629;0.4051958218160747;Democrat
83;Ander Crenshaw (R);0.050997194298886106;0.11622385818035201;0.0661632343857477;0.040622451326265116;0.03592281516129034;0.04381480524637843;0.03756921829962505;0.05410115677477536;0.024850903589514604;0.24083445943799162;0.018802421478202335;0.1372608652601331;0.07339039238880168;0.020042583769154906;0.06577927273071114;0.05963276404568995;0.05752985381566533;0.019810215581128922;0.06459883737586446;0.213035197966776;Republican
84;Rich Nugent (R);0.05799962770321326;0.057683246158881984;0.07253022034108358;0.030513465534796884;0.13577889494987602;0.0508039049638508;0.06868331891345572;0.0613899433283869;0.23756791465806587;0.09471746015289771;0.2997965944314743;0.06273361706971899;0.07872930488157726;0.07667356433674201;0.3637072142382414;0.01927607247112237;0.06744289558387681;0.025351815644005;0.04999966536607316;0.06354879026839315;Republican
85;Cliff Stearns (R);0.14133327296411957;0.05020345291733348;0.14702301753545138;0.05283416166690865;0.11420159040409689;0.046839539666918166;0.13983646135211877;0.05040084497960103;0.05940076897693277;0.1453989712669463;0.01949181838075192;0.13963549130615974;0.04925575016592876;0.18408440249211466;0.26662609955540983;0.1299066849791155;0.05891924398721165;0.19466470561611926;0.09248493628636978;0.13906368977277078;Republican
86;John Mica (R);0.24942720173970326;0.05337428687719707;0.28772504654894726;0.0450067919102427;0.11894441539969795;0.05495219601168885;0.0631334412750252;0.05725884170134817;0.23239352598431776;0.09583669957496078;0.3229269685824978;0.2501438299239814;0.281851037065808;0.06800158976743641;0.22677883505315677;0.025447461837524016;0.06614568440321071;0.04856632274110466;0.050395950718470264;0.06763012134487217;Republican
87;Daniel Webster (R);0.2221756031992086;0.021504571643044312;0.22579046884017662;0.0429579634830769;0.13247990917490476;0.13471622049620005;0.2011914220707465;0.20605080282788682;0.13726350698789747;0.42836311328701954;0.20596014018248124;0.21003033027309462;0.2462935389713556;0.19142279129159173;0.29083967036471275;0.13456142458206627;0.27809118531170146;0.3839732841124751;0.09511458770608872;0.4014931780602059;Republican
88;Gus Bilirakis (R);0.03788974464763131;0.056229774238774004;0.07139371171594128;0.03320243621315351;0.14212333330485336;0.05071718396673677;0.06605800697047202;0.06363800542361883;0.0687169812661965;0.09422269170972664;0.06045284439736535;0.061704851054048375;0.07344344546502012;0.07928044669413688;0.07237048388238758;0.02190128384617614;0.06207480994582657;0.06348627015974974;0.05122487019992734;0.06255516793773765;Republican
89;Bill Young (R);0.13796594694654862;0.02131939116478119;0.1831222983102836;0.04276626340633708;0.12333551859643267;0.04676876030805188;0.1618422343186495;0.14922693623843347;0.147555658764392;0.26249618621325566;0.1310462580029948;0.1489796713482111;0.19040964800948762;0.15126325949561378;0.25504761215121985;0.019824205943582866;0.16143435723388372;0.1891603295542749;0.08845864669996008;0.26305676800489536;Republican
90;Kathy Castor (D);0.026374892997567564;0.04788528406440559;0.063761787094884;0.029394396232612557;0.04119318637482922;0.04763679038445466;0.057930095327357746;0.049760132127884736;0.06621747797827268;0.08732765260335572;0.2250796073980448;0.032782776932881556;0.06763936631202347;0.06155423074477591;0.08905777718605615;0.018054479487153517;0.05388762371217947;0.05266419022624118;0.04345172386988381;0.055833262201126825;Democrat
91;Dennis Ross (R);0.27143904312043127;0.07620125837294747;0.19922051489011336;0.03749285495666984;0.12247811621512816;0.12274348886644021;0.06763216946081177;0.17413854649419197;0.2150064467941292;0.02976734778742658;0.2474070114125153;0.1131905346671505;0.04514361585004843;0.09512836519031218;0.3110138140969621;0.02351581359250074;0.31088270335978596;0.13204958751415005;0.07724176782599881;0.23819351333731156;Republican
92;Vern Buchanan (R);0.03046430001489802;0.05431366420750864;0.06229685106536546;0.0341340578194503;0.10083177935858192;0.05336335371392189;0.06337068313845456;0.05791810700053721;0.12054840148236587;0.09756339008707365;0.10257677615033531;0.10984073140902118;0.07401543315177384;0.07243908609998402;0.10271539303267563;0.02107594477538544;0.06194591781527345;0.25053544117555443;0.04902061662215965;0.0593262926813085;Republican
93;Connie Mack (R);0.030045156844798842;0.02411362320226388;0.24861444285744974;0.044208091302749504;0.1346557486414289;0.1784431871377099;0.19716604682297745;0.17076111590731527;0.22394113919296013;0.3071457686959291;0.18337782786978937;0.18026856817861953;0.21254154147228563;0.23378237362211063;0.023218558754701003;0.14461358733263774;0.376333468080337;0.4462410930514181;0.10262824145940443;0.2584350655836213;Republican
94;Bill Posey (R);0.2168468431332401;0.1890293042579482;0.0651356980797135;0.0317261387800812;0.016799363432287245;0.04685676607884299;0.05818078596109316;0.05600300274750433;0.10353268296195937;0.47581843322581197;0.02024585923538859;0.04305824115903551;0.07227298519752096;0.06765096931616721;0.06839823188886911;0.019441575377818005;0.05698607636625185;0.4632207612797113;0.04621852041696616;0.4368998504200839;Republican
