;subject;predicate;object;score;path
357;George Brunner (composer);/people/person/place_of_birth;Philadelphia;5.0;0.03594648245294417
358;Frederick Fraley;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
359;Paul Pope;/people/person/place_of_birth;Philadelphia;5.0;0.04662193404896192
360;Spencer Bonfiglio;/people/person/place_of_birth;Philadelphia;5.0;
361;Stephen William White;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
362;Eric Ash;/people/person/place_of_birth;Berlin;5.0;0.03135774366336352
363;Oskar Simon;/people/person/place_of_birth;Berlin;-5.0;0.030649264854856313
364;Heinz Oestergaard;/people/person/place_of_birth;Berlin;5.0;0.033470213064134745
365;Joachim Martin Falbe;/people/person/place_of_birth;Berlin;5.0;0.031194390525669993
366;Walter Ehrlich;/people/person/place_of_birth;Berlin;5.0;0.04111106355472283
367;Peter Lachmann;/people/person/place_of_birth;Berlin;5.0;0.035077478229189316
368;Leopold Casper;/people/person/place_of_birth;Berlin;5.0;0.042438022303011046
369;Avner W. Less;/people/person/place_of_birth;Berlin;5.0;0.049222103098709544
370;Walther Kruse;/people/person/place_of_birth;Berlin;-5.0;0.048338055087436584
371;Albert Heinrich Brendel;/people/person/place_of_birth;Berlin;5.0;0.03989212073299086
372;Robert Welch (Wisconsin politician);/people/person/place_of_birth;Berlin;-3.0;0.027228043107231956
373;Hans Reiche;/people/person/place_of_birth;Berlin;5.0;
374;William Charles Brenke;/people/person/place_of_birth;Berlin;5.0;0.036033470337633426
375;Carl Strehl;/people/person/place_of_birth;Berlin;5.0;0.04658776608926665
376;Valli Valli;/people/person/place_of_birth;Berlin;5.0;
377;Daniel French (inventor);/people/person/place_of_birth;Berlin;-5.0;
378;Shlomo Wolbe;/people/person/place_of_birth;Berlin;5.0;0.03102754673189165
379;Georges Borchardt;/people/person/place_of_birth;Berlin;5.0;0.05077962896761688
380;Don Mankiewicz;/people/person/place_of_birth;Berlin;5.0;0.04111106355472283
381;Eric Goldberg (artist);/people/person/place_of_birth;Berlin;5.0;0.030384399754047657
382;Wilhelm Sander;/people/person/place_of_birth;Berlin;5.0;0.04111106355472283
383;Hans P. Kraus;/people/person/place_of_birth;Berlin;-5.0;0.02953823870543621
384;Guy De Saint Cyr;/people/person/place_of_birth;Berlin;5.0;
385;Richard Bohn;/people/person/place_of_birth;Berlin;5.0;0.04604176138076141
386;Edward W. Greenman;/people/person/place_of_birth;Berlin;-3.0;0.0290395795120664
387;Georg Ruge;/people/person/place_of_birth;Berlin;-3.0;0.03148226853164997
388;Erich Franz Eugen Bracht;/people/person/place_of_birth;Berlin;-1.0;0.035832184606431394
389;Erich Werdermann;/people/person/place_of_birth;Berlin;5.0;0.03719778887991091
390;Thomas Sasse;/people/person/place_of_birth;Berlin;-3.0;
391;Samuel von Schmettau;/people/person/place_of_birth;Berlin;5.0;
392;Elfie Wörner;/people/person/place_of_birth;Berlin;5.0;0.03169695095388913
393;Ernst Mehlich;/people/person/place_of_birth;Berlin;5.0;0.04723061474993288
394;Johann Christoph Friedrich Klug;/people/person/place_of_birth;Berlin;5.0;0.04111106355472283
395;Max Lehmann;/people/person/place_of_birth;Berlin;5.0;0.04111106355472283
396;Monika Meyer (footballer);/people/person/place_of_birth;Berlin;5.0;
397;Jan Paweł Nowacki;/people/person/place_of_birth;Berlin;5.0;0.030953515134873107
398;Moritz Litten;/people/person/place_of_birth;Berlin;-5.0;0.03137357105752869
399;Carl Anton Ewald;/people/person/place_of_birth;Berlin;-3.0;0.04111106355472283
400;Franz Ludwig Catel;/people/person/place_of_birth;Berlin;5.0;0.029890220713331382
401;Karl Friedrich von Klöden;/people/person/place_of_birth;Berlin;5.0;0.047589075811317154
402;Julius Zupitza;/people/person/place_of_birth;Berlin;-3.0;0.03551578084510046
403;Käte Stresemann;/people/person/place_of_birth;Berlin;3.0;0.04001404786193659
404;Meike Evers;/people/person/place_of_birth;Berlin;5.0;
405;J. J. Stevenson;/people/person/place_of_birth;Glasgow;5.0;0.04741848311838282
406;Thomas Barclay (missionary);/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
407;Thomas Atkinson (poet);/people/person/place_of_birth;Glasgow;-3.0;
408;Kris Kane;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
409;Robert McCrindle;/people/person/place_of_birth;Glasgow;5.0;0.05057967704690525
410;Julia Goss;/people/person/place_of_birth;Glasgow;-3.0;0.038265600231017154
411;Hugh Fraser, 1st Baron Fraser of Allander;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
412;Alan Thomson (musician);/people/person/place_of_birth;Glasgow;5.0;0.03449703102010218
413;William Atherton (lawyer);/people/person/place_of_birth;Glasgow;5.0;0.031331470934533284
414;Mary Ann Kennedy (Scottish singer);/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
415;Albert McElroy;/people/person/place_of_birth;Glasgow;5.0;0.04888507546899771
416;Mary Macmaster;/people/person/place_of_birth;Glasgow;5.0;0.04930369480472922
417;Thomas Haughey;/people/person/place_of_birth;Glasgow;5.0;0.04736663761389868
418;James A. MacAlister;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
419;Lynn Faulds Wood;/people/person/place_of_birth;Glasgow;5.0;0.03449889582559738
420;Denis McQuade;/people/person/place_of_birth;Glasgow;5.0;0.04115448810087661
421;Kenny Brannigan;/people/person/place_of_birth;Glasgow;5.0;0.04115448810087661
422;Douglas Simpson;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
423;Ian Steel;/people/person/place_of_birth;Glasgow;5.0;0.04612069658890256
424;John Stewart Kennedy;/people/person/place_of_birth;Glasgow;-5.0;0.05268019942962023
425;William Carstares;/people/person/place_of_birth;Glasgow;-5.0;0.04741848311838282
426;Henry Boyd;/people/person/place_of_birth;Glasgow;-5.0;
427;David Marshall Mason;/people/person/place_of_birth;Glasgow;-5.0;0.04741848311838282
428;Adam McLean;/people/person/place_of_birth;Glasgow;5.0;0.03720082224357868
429;Thomas Gardiner (publisher);/people/person/place_of_birth;Glasgow;-5.0;0.043583000760082924
430;George Henry Walton;/people/person/place_of_birth;Glasgow;5.0;0.04982094807296391
431;Vishal Marwaha;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
432;Fergus Morton, Baron Morton of Henryton;/people/person/place_of_birth;Glasgow;5.0;0.042045159627631515
433;Jamielee McPherson;/people/person/place_of_birth;Glasgow;5.0;
434;John Stephen;/people/person/place_of_birth;Glasgow;5.0;0.034262268156112975
435;Pat Gerber;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
436;James Nisbet;/people/person/place_of_birth;Glasgow;-5.0;0.04338602076758966
437;James Kinlay;/people/person/place_of_birth;Glasgow;5.0;0.03439694849787533
438;Jimmy Cooper (musician);/people/person/place_of_birth;Glasgow;-5.0;
439;Randolph Colville;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
440;Walter Douglas;/people/person/place_of_birth;Glasgow;5.0;0.039655119391685124
441;Ken Ritchie;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
442;Jonathan Shearer;/people/person/place_of_birth;Glasgow;5.0;0.043931866989530687
443;John Baird (Wolverhampton MP);/people/person/place_of_birth;Glasgow;5.0;0.04338602076758966
444;John Junor;/people/person/place_of_birth;Glasgow;5.0;0.050817161601174624
445;Louisa Stevenson;/people/person/place_of_birth;Glasgow;5.0;0.04741848311838282
446;John Fisher (opera director);/people/person/place_of_birth;Glasgow;5.0;0.050817161601174624
447;Christopher Whyte;/people/person/place_of_birth;Glasgow;5.0;0.04703026143795995
448;Henry Saxe;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
449;Christopher Benfield Carter;/people/person/place_of_birth;Montreal;5.0;0.03792137279781877
450;Kris Lefcoe;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
451;William Reed (musician);/people/person/place_of_birth;Montreal;5.0;
452;Gerry Markman;/people/person/place_of_birth;Montreal;5.0;0.045135016088645626
453;François Desjardins;/people/person/place_of_birth;Montreal;5.0;0.028271405958588357
454;Marcel Faribault;/people/person/place_of_birth;Montreal;5.0;0.031679242280418345
455;Antoine Ouilmette;/people/person/place_of_birth;Montreal;-5.0;0.029141052140893613
456;Gilles Latulippe;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
457;John McKay (pianist);/people/person/place_of_birth;Montreal;5.0;0.038359499260611926
458;Donald Steven;/people/person/place_of_birth;Montreal;5.0;0.037273723786205
459;Léo Lévesque;/people/person/place_of_birth;Montreal;5.0;0.03380260107775657
460;Alain Boire;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
461;Lionel Tiger;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
462;Merlin Bronques;/people/person/place_of_birth;Montreal;-3.0;0.03032190668549168
463;Bill Downe;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
464;Sébastien Leblanc;/people/person/place_of_birth;Montreal;5.0;0.05217173458325924
465;Albert Chamberland;/people/person/place_of_birth;Montreal;5.0;0.03341148387904771
466;Jean Désy;/people/person/place_of_birth;Montreal;5.0;0.04436005886971478
467;Ira Vail;/people/person/place_of_birth;Montreal;3.0;0.035832840364561934
468;Rodolphe Monty;/people/person/place_of_birth;Montreal;5.0;0.03507610055114309
469;Wayne Eagling;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
470;Romain Pelletier;/people/person/place_of_birth;Montreal;5.0;
471;Howard Grant (boxer);/people/person/place_of_birth;Montreal;-3.0;0.04643753913878892
472;Théophile Bruguier;/people/person/place_of_birth;Montreal;-5.0;0.03695082635296793
473;John Mahaffy (ice hockey);/people/person/place_of_birth;Montreal;5.0;0.04364403467166623
474;Yolande Thibeault;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
475;Norman Spector;/people/person/place_of_birth;Montreal;5.0;0.045135016088645626
476;René Gagnier;/people/person/place_of_birth;Montreal;5.0;
477;Thomas Morland;/people/person/place_of_birth;Montreal;5.0;0.04507633023200294
478;Emmanuel Aquin;/people/person/place_of_birth;Montreal;5.0;0.04423008910353075
479;Gérald Gagnier;/people/person/place_of_birth;Montreal;3.0;0.03600715999443588
480;Pierre Alexandre Tremblay;/people/person/place_of_birth;Montreal;5.0;
481;Pierre de Savoye;/people/person/place_of_birth;Montreal;5.0;0.030241639298717846
482;David Atkinson (baritone);/people/person/place_of_birth;Montreal;5.0;0.028414411418331925
483;Lynne Kositsky;/people/person/place_of_birth;Montreal;5.0;0.05193983826263175
484;Gordon Stevenson;/people/person/place_of_birth;Dublin;-1.0;0.03597951594604639
485;Thomas Southerne;/people/person/place_of_birth;Dublin;-5.0;0.043206920545529146
486;Seamus Martin;/people/person/place_of_birth;Dublin;5.0;0.046106221498254836
487;Nathaniel Buchanan;/people/person/place_of_birth;Dublin;-5.0;0.030603124411772875
488;Vivion de Valera;/people/person/place_of_birth;Dublin;5.0;0.05161041004694602
489;Jim Grace (Irish footballer);/people/person/place_of_birth;Dublin;5.0;
490;Fiachna Ó Braonáin;/people/person/place_of_birth;Dublin;5.0;0.04249241332306243
491;Henry Ussher;/people/person/place_of_birth;Dublin;5.0;0.03636521969086176
492;Jason Colwell;/people/person/place_of_birth;Dublin;5.0;0.045249154943989144
493;Derek Murray (soccer);/people/person/place_of_birth;Dublin;5.0;
494;Stephen Gough (footballer);/people/person/place_of_birth;Dublin;5.0;0.045249154943989144
495;John Allen (Irish nationalist);/people/person/place_of_birth;Dublin;-3.0;0.03472745647981714
496;Ed Pimm;/people/person/place_of_birth;Dublin;-5.0;0.036278584256741714
497;Lee King;/people/person/place_of_birth;Dublin;5.0;
498;Richard Collins, Baron Collins;/people/person/place_of_birth;Dublin;5.0;0.043206920545529146
499;Dave Connell;/people/person/place_of_birth;Dublin;5.0;0.045249154943989144
500;Alan Aboud;/people/person/place_of_birth;Dublin;5.0;0.045249154943989144
501;Heartsill Ragon;/people/person/place_of_birth;Dublin;-5.0;0.0332541020335104
502;Graham Doyle;/people/person/place_of_birth;Dublin;5.0;0.045249154943989144
503;Martin Duffy (footballer);/people/person/place_of_birth;Dublin;5.0;
504;Brian O'Riordan;/people/person/place_of_birth;Dublin;5.0;0.05145205063339618
505;Terry Eviston;/people/person/place_of_birth;Dublin;5.0;0.034107842926824956
506;Walley Chamberlain Oulton;/people/person/place_of_birth;Dublin;5.0;0.03707128327173702
507;Shay Gibbons;/people/person/place_of_birth;Dublin;5.0;0.03714690685578163
508;William Sadler (painter);/people/person/place_of_birth;Dublin;-5.0;0.03740886477319254
509;Catherine Wellesley, Duchess of Wellington;/people/person/place_of_birth;Dublin;5.0;0.05123599331560031
510;John O'Conor;/people/person/place_of_birth;Dublin;5.0;0.04721208663704852
511;Marcus Tuite;/people/person/place_of_birth;Dublin;3.0;
512;Gladys Henson;/people/person/place_of_birth;Dublin;5.0;0.04000363772298413
513;Leslie Paul;/people/person/place_of_birth;Dublin;5.0;0.046106221498254836
514;John Savage (Fenian);/people/person/place_of_birth;Dublin;5.0;0.03310977237242181
515;Henry Bernard Carpenter;/people/person/place_of_birth;Dublin;3.0;0.034387899552960226
516;John Sheridan Hogan;/people/person/place_of_birth;Dublin;-5.0;0.02927165850511701
517;Paddy Crowley;/people/person/place_of_birth;Dublin;5.0;
518;Jimmy Gregg;/people/person/place_of_birth;Dublin;5.0;0.039704745372302314
519;John Henry (spy);/people/person/place_of_birth;Dublin;3.0;0.03586232744021543
520;Alfred Downward;/people/person/place_of_birth;Melbourne;5.0;0.03606762607635919
521;Michael Birt;/people/person/place_of_birth;Melbourne;5.0;
522;Shane Price;/people/person/place_of_birth;Melbourne;5.0;0.05291373881726534
523;Victoria LePage;/people/person/place_of_birth;Melbourne;5.0;
524;Jennifer Holliday (softball);/people/person/place_of_birth;Melbourne;5.0;0.04403720771943573
525;Mary Cecil Allen;/people/person/place_of_birth;Melbourne;5.0;0.03522020344091583
526;Roy Dalgarno;/people/person/place_of_birth;Melbourne;5.0;0.05208361458429018
527;Maggie Fitzgibbon;/people/person/place_of_birth;Melbourne;5.0;0.038992215213204645
528;Robert Moss;/people/person/place_of_birth;Melbourne;5.0;0.03119780883757678
529;George Johnston (general);/people/person/place_of_birth;Melbourne;5.0;
530;Winifred Lewellin James;/people/person/place_of_birth;Melbourne;-3.0;0.04265607167410809
531;Adam Bright;/people/person/place_of_birth;Melbourne;5.0;0.03804884953761221
532;Daniel Sproule;/people/person/place_of_birth;Melbourne;5.0;0.048072617613781767
533;Nicholas Colla;/people/person/place_of_birth;Melbourne;5.0;0.034023665620801224
534;Carey Beebe;/people/person/place_of_birth;Melbourne;5.0;
535;Amber Parkinson;/people/person/place_of_birth;Melbourne;5.0;0.02859193245625604
536;Simon Gerada;/people/person/place_of_birth;Melbourne;5.0;0.03224004135542244
537;Brett Hayman;/people/person/place_of_birth;Melbourne;5.0;
538;Rodney Cocks;/people/person/place_of_birth;Melbourne;5.0;
539;Michael Guider;/people/person/place_of_birth;Melbourne;5.0;0.04520839735918453
540;David Sander;/people/person/place_of_birth;Melbourne;5.0;
541;Herbert Postle;/people/person/place_of_birth;Melbourne;5.0;0.03882244029931061
542;Luke Youlden;/people/person/place_of_birth;Melbourne;5.0;0.040852321135946536
543;Rodney de Gruchy;/people/person/place_of_birth;Melbourne;5.0;0.03626099893458007
544;Kate Richardson (athlete);/people/person/place_of_birth;Melbourne;5.0;0.03607221857265045
545;Jennifer Huppert;/people/person/place_of_birth;Melbourne;3.0;0.02859193245625604
546;Nicole Richardson;/people/person/place_of_birth;Melbourne;5.0;0.04403720771943573
547;Justine Smethurst;/people/person/place_of_birth;Melbourne;5.0;0.04403720771943573
548;Martin Brown (artist);/people/person/place_of_birth;Melbourne;5.0;
549;Joanne Fox;/people/person/place_of_birth;Melbourne;5.0;0.046298527639983884
550;Ashley Gilbertson;/people/person/place_of_birth;Melbourne;5.0;0.04652900594231325
551;Diana Trask;/people/person/place_of_birth;Melbourne;5.0;0.04554917734171399
552;Matthew Kent;/people/person/place_of_birth;Melbourne;5.0;
553;William Dexter;/people/person/place_of_birth;Melbourne;-3.0;0.027925387812707238
554;Harry James Angus;/people/person/place_of_birth;Melbourne;5.0;0.03607221857265045
555;Jane Tanner;/people/person/place_of_birth;Melbourne;5.0;0.02859193245625604
556;Gordon Edward Corbould;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
557;Alastair Sweeny;/people/person/place_of_birth;Toronto;5.0;0.03274112188362047
558;John William Thomson;/people/person/place_of_birth;Toronto;5.0;0.03965101908157434
559;Linda MacLennan;/people/person/place_of_birth;Toronto;5.0;0.03330068292895009
560;David Bourque;/people/person/place_of_birth;Toronto;-3.0;0.03166459709131507
561;Catherine Winder;/people/person/place_of_birth;Toronto;-5.0;0.029034272341630824
562;George Snell (bishop);/people/person/place_of_birth;Toronto;5.0;0.03460836323654168
563;Erna Paris;/people/person/place_of_birth;Toronto;5.0;0.03166459709131507
564;Ellie Tesher;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
565;Steven Hayward (Canadian writer);/people/person/place_of_birth;Toronto;5.0;0.03166459709131507
566;Lorne Resnick;/people/person/place_of_birth;Toronto;5.0;
567;David Empringham;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
568;Lorne Rubenstein;/people/person/place_of_birth;Toronto;5.0;
569;Ronnie Le Drew;/people/person/place_of_birth;Toronto;5.0;0.03196508161060022
570;Lorraine Leckie;/people/person/place_of_birth;Toronto;-5.0;0.031188624513669386
571;Albert Pratz;/people/person/place_of_birth;Toronto;5.0;
572;Harry Chadwick;/people/person/place_of_birth;Toronto;5.0;0.03279192839568347
573;Jack Blum;/people/person/place_of_birth;Toronto;5.0;0.048835280500089055
574;Graph Nobel;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
575;William Leeming Harrison;/people/person/place_of_birth;Toronto;-3.0;0.02970701947812977
576;John Smith (poet);/people/person/place_of_birth;Toronto;5.0;
577;John Cole (politician);/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
578;Austin Lloyd Fleming;/people/person/place_of_birth;Toronto;5.0;0.0349821037234656
579;John Josiah Robinette;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
580;Biff Mitchell;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
581;Bartle Brennen Bull;/people/person/place_of_birth;Toronto;5.0;0.035220116484786554
582;Kim Ondaatje;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
583;Murray McEachern;/people/person/place_of_birth;Toronto;5.0;0.043001153186326066
584;Kenneth William Junor;/people/person/place_of_birth;Toronto;5.0;0.02970701947812977
585;David Hackl;/people/person/place_of_birth;Toronto;5.0;0.044548501760281085
586;Arthur N. Martin;/people/person/place_of_birth;Toronto;5.0;0.03274112188362047
587;John Dodington;/people/person/place_of_birth;Toronto;5.0;
588;Frank E. Holmes;/people/person/place_of_birth;Toronto;-3.0;0.03248657487027889
589;Alan Welsh;/people/person/place_of_birth;Edinburgh;5.0;0.04150501847387381
590;James Balfour (philosopher);/people/person/place_of_birth;Edinburgh;-5.0;0.05230353489660132
591;John Thomas Rochead;/people/person/place_of_birth;Edinburgh;5.0;0.04858157148298587
592;James Hogg (publisher);/people/person/place_of_birth;Edinburgh;-5.0;0.03512361104805158
593;Thomas Tod Stoddart;/people/person/place_of_birth;Edinburgh;5.0;0.03662754965543657
594;Gillian Cooke;/people/person/place_of_birth;Edinburgh;3.0;0.04408397597309295
595;John Donaldson (painter);/people/person/place_of_birth;Edinburgh;5.0;0.03766671731944057
596;George Hurst;/people/person/place_of_birth;Edinburgh;5.0;
597;William Skirving;/people/person/place_of_birth;Edinburgh;-5.0;0.03706766413010232
598;Julian Paynter;/people/person/place_of_birth;Edinburgh;5.0;0.034693474958645984
599;John Cobbett;/people/person/place_of_birth;Edinburgh;5.0;0.03545244399783018
600;George Mudie (Owenite);/people/person/place_of_birth;Edinburgh;5.0;0.04353436699321521
601;Sir Andrew Agnew, 8th Baronet;/people/person/place_of_birth;Edinburgh;5.0;0.031355675725629695
602;Roger Sinclair Aytoun;/people/person/place_of_birth;Edinburgh;5.0;0.03549002832636365
603;Scott Cleverdon;/people/person/place_of_birth;Edinburgh;5.0;0.04408397597309295
604;Robert Hamilton Paterson;/people/person/place_of_birth;Edinburgh;5.0;0.0385083665094973
605;George Henderson (architect);/people/person/place_of_birth;Edinburgh;5.0;
606;Walter Elliot (Scottish naturalist);/people/person/place_of_birth;Edinburgh;5.0;0.03830558709404541
607;John Cameron (Reformed Presbyterian);/people/person/place_of_birth;Edinburgh;-5.0;0.03698010349169444
608;James O. Clephane;/people/person/place_of_birth;Edinburgh;-3.0;0.04408397597309295
609;Joseph Hislop;/people/person/place_of_birth;Edinburgh;5.0;
610;Alexander Smith (chemist);/people/person/place_of_birth;Edinburgh;5.0;
611;Mike Peden;/people/person/place_of_birth;Edinburgh;5.0;0.034604031648113834
612;Mary MacLeod Banks;/people/person/place_of_birth;Edinburgh;5.0;0.03127230465998634
613;Allan Stewart (artist);/people/person/place_of_birth;Edinburgh;5.0;0.052118997762530185
614;Henry John Cody;/people/person/place_of_birth;Edinburgh;-3.0;0.03744009908065553
615;Marcus Dods (musician);/people/person/place_of_birth;Edinburgh;5.0;
616;Georgina Kennard;/people/person/place_of_birth;Edinburgh;5.0;0.04408397597309295
617;William Walker (engraver born 1791);/people/person/place_of_birth;Edinburgh;-5.0;0.037749179751709126
618;Patrick Edward Dove;/people/person/place_of_birth;Edinburgh;-5.0;0.049093858873448665
619;Gary Callander;/people/person/place_of_birth;Edinburgh;5.0;
620;Carl Herman Kraeling;/people/person/place_of_birth;Brooklyn;5.0;0.04719903922992173
621;Rebecca Pronsky;/people/person/place_of_birth;Brooklyn;5.0;0.03626901234940214
622;Borah Bergman;/people/person/place_of_birth;Brooklyn;5.0;0.03167828566663373
623;Raymond Ericson;/people/person/place_of_birth;Brooklyn;5.0;0.03079931630498742
624;Seth Lipsky;/people/person/place_of_birth;Brooklyn;5.0;0.0520994943538707
625;Richard Cullen (attorney);/people/person/place_of_birth;Brooklyn;5.0;0.042266180254261675
626;Al Harewood;/people/person/place_of_birth;Brooklyn;5.0;
627;Jeffrey H. Cohen;/people/person/place_of_birth;Brooklyn;5.0;0.03472833976708896
628;Sy Landy;/people/person/place_of_birth;Brooklyn;5.0;0.028414002539888388
629;Peter C. Schultz;/people/person/place_of_birth;Brooklyn;5.0;
630;Albert Warren Ferris;/people/person/place_of_birth;Brooklyn;5.0;0.04719903922992173
631;Matthew T. Abruzzo;/people/person/place_of_birth;Brooklyn;5.0;0.03692628674723044
632;Lucille Wallenrod;/people/person/place_of_birth;Brooklyn;5.0;0.03571517840991946
633;Leonard D. Wexler;/people/person/place_of_birth;Brooklyn;5.0;0.033928543117638106
634;Franco Gentilesca;/people/person/place_of_birth;Brooklyn;5.0;
635;Joe Torres (journalist);/people/person/place_of_birth;Brooklyn;5.0;0.04506334861450421
636;Bob Alberti;/people/person/place_of_birth;Brooklyn;5.0;0.03626901234940214
637;Joe Ascione;/people/person/place_of_birth;Brooklyn;5.0;0.03626901234940214
638;Stanley Newman;/people/person/place_of_birth;Brooklyn;-1.0;0.028414002539888388
639;Stacy Barthe;/people/person/place_of_birth;Brooklyn;5.0;0.030890050748585467
640;Roger Q. Williams;/people/person/place_of_birth;Brooklyn;5.0;0.03079931630498742
641;John Esposito (pianist);/people/person/place_of_birth;Brooklyn;5.0;0.03626901234940214
642;Leo C. Zeferetti;/people/person/place_of_birth;Brooklyn;5.0;0.03079931630498742
643;Robert Stanley Breed;/people/person/place_of_birth;Brooklyn;-3.0;0.028414002539888388
644;Claire Burch;/people/person/place_of_birth;Brooklyn;5.0;0.04706819359019567
645;Ralph Schoenman;/people/person/place_of_birth;Brooklyn;5.0;0.03079931630498742
646;Irving Fiske;/people/person/place_of_birth;Brooklyn;5.0;0.03626901234940214
647;Bill Kaiserman;/people/person/place_of_birth;Brooklyn;5.0;0.03626901234940214
648;Thomas Elliot Bowman III;/people/person/place_of_birth;Brooklyn;5.0;0.028414002539888388
649;George E. Waldo;/people/person/place_of_birth;Brooklyn;5.0;0.0515788584162531
650;Edward Raymond Neaher;/people/person/place_of_birth;Brooklyn;5.0;0.033928543117638106
651;Adolf Jellinek;/people/person/place_of_birth;Budapest;-1.0;0.039499993917356986
652;Ferenc A. Váli;/people/person/place_of_birth;Budapest;5.0;0.04500865996792207
653;Peter Hargitai;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
654;Imre Zachár;/people/person/place_of_birth;Budapest;5.0;0.02988433047077286
655;Béla Glattfelder;/people/person/place_of_birth;Budapest;5.0;0.056869391742686216
656;Berthold Weisz;/people/person/place_of_birth;Budapest;5.0;0.046600761205057815
657;Zoltan Kósz;/people/person/place_of_birth;Budapest;5.0;0.038871542584877065
658;Ferenc Sipos;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
659;Mihály Kovács;/people/person/place_of_birth;Budapest;5.0;0.032499667038867475
660;László Z. Bitó;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
661;Árpád Soós;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
662;Zoltán Benkő;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
663;Adrienn Bende;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
664;Katalin Karády;/people/person/place_of_birth;Budapest;5.0;0.04833819729946463
665;Péter Lendvay;/people/person/place_of_birth;Budapest;5.0;0.032499667038867475
666;Andrea Mátay;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
667;Zsolt Hamar;/people/person/place_of_birth;Budapest;5.0;0.03473556352632372
668;Zoltán Szilády;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
669;György Bródy;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
670;Charles Weissmann;/people/person/place_of_birth;Budapest;5.0;0.03398879090946548
671;Ákos Császár;/people/person/place_of_birth;Budapest;5.0;0.03285729845539535
672;Dávid Kovács;/people/person/place_of_birth;Budapest;5.0;0.035539479685947103
673;Ferenc Mérei;/people/person/place_of_birth;Budapest;5.0;0.046600761205057815
674;Ilus Vay;/people/person/place_of_birth;Budapest;5.0;0.03929377919920918
675;Endre Csillag;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
676;Csaba Őry;/people/person/place_of_birth;Budapest;5.0;0.04636748099743691
677;Elemér Terták;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
678;Károly Varga;/people/person/place_of_birth;Budapest;5.0;
679;Samuel Löw Brill;/people/person/place_of_birth;Budapest;5.0;0.047933784733488256
680;Bódog Török;/people/person/place_of_birth;Budapest;5.0;0.035277583006035035
681;George Clifford Sziklai;/people/person/place_of_birth;Budapest;5.0;0.04490090269883552
682;Elizabeth McClintock;/people/person/place_of_birth;Los Angeles;5.0;0.04107598441801263
683;Danny LaPorte;/people/person/place_of_birth;Los Angeles;5.0;0.026148355107794286
684;Michael D. Rich;/people/person/place_of_birth;Los Angeles;-5.0;0.033697904596999936
685;Carl W. Ernst;/people/person/place_of_birth;Los Angeles;5.0;0.03301045689332261
686;Roy Seawright;/people/person/place_of_birth;Los Angeles;5.0;0.035575710814643245
687;Chloe Franks;/people/person/place_of_birth;Los Angeles;5.0;0.031522800143952104
688;Elisa Kleven;/people/person/place_of_birth;Los Angeles;-5.0;0.041346872910121464
689;Russ Titelman;/people/person/place_of_birth;Los Angeles;5.0;0.047960784321849234
690;Phil Pardee;/people/person/place_of_birth;Los Angeles;5.0;0.03301045689332261
691;Teron Beal;/people/person/place_of_birth;Los Angeles;1.0;0.029674834549748536
692;Anne Triola;/people/person/place_of_birth;Los Angeles;5.0;0.04672806735732956
693;Yehuda Hyman;/people/person/place_of_birth;Los Angeles;5.0;0.02924052617289776
694;Max D. Adams;/people/person/place_of_birth;Los Angeles;5.0;0.026148355107794286
