subject;predicate;object;score;path
Valli Valli;/people/person/place_of_birth;Berlin;5;Valli Valli
Daniel French (inventor);/people/person/place_of_birth;Berlin;-5;Daniel French (inventor)
Shlomo Wolbe;/people/person/place_of_birth;Berlin;5;Shlomo Wolbe
Georges Borchardt;/people/person/place_of_birth;Berlin;5;Georges Borchardt
Don Mankiewicz;/people/person/place_of_birth;Berlin;5;Don Mankiewicz
Eric Goldberg (artist);/people/person/place_of_birth;Berlin;5;Eric Goldberg (artist)
Wilhelm Sander;/people/person/place_of_birth;Berlin;5;Wilhelm Sander
Hans P. Kraus;/people/person/place_of_birth;Berlin;-5;Hans P. Kraus
Guy De Saint Cyr;/people/person/place_of_birth;Berlin;5;Guy De Saint Cyr
Richard Bohn;/people/person/place_of_birth;Berlin;5;Richard Bohn
Edward W. Greenman;/people/person/place_of_birth;Berlin;-3;Edward W. Greenman
Georg Ruge;/people/person/place_of_birth;Berlin;-3;Georg Ruge
Erich Franz Eugen Bracht;/people/person/place_of_birth;Berlin;-1;Erich Franz Eugen Bracht
Erich Werdermann;/people/person/place_of_birth;Berlin;5;Erich Werdermann
Thomas Sasse;/people/person/place_of_birth;Berlin;-3;Thomas Sasse
Samuel von Schmettau;/people/person/place_of_birth;Berlin;5;Samuel von Schmettau
Elfie Wörner;/people/person/place_of_birth;Berlin;5;Elfie Wörner
Ernst Mehlich;/people/person/place_of_birth;Berlin;5;Ernst Mehlich
Johann Christoph Friedrich Klug;/people/person/place_of_birth;Berlin;5;Johann Christoph Friedrich Klug
Max Lehmann;/people/person/place_of_birth;Berlin;5;Max Lehmann
Monika Meyer (footballer);/people/person/place_of_birth;Berlin;5;Monika Meyer (footballer)
Jan Paweł Nowacki;/people/person/place_of_birth;Berlin;5;Jan Paweł Nowacki
Moritz Litten;/people/person/place_of_birth;Berlin;-5;Moritz Litten
Carl Anton Ewald;/people/person/place_of_birth;Berlin;-3;Carl Anton Ewald
Franz Ludwig Catel;/people/person/place_of_birth;Berlin;5;Franz Ludwig Catel
Karl Friedrich von Klöden;/people/person/place_of_birth;Berlin;5;Karl Friedrich von Klöden
Julius Zupitza;/people/person/place_of_birth;Berlin;-3;Julius Zupitza
Käte Stresemann;/people/person/place_of_birth;Berlin;3;Käte Stresemann
Meike Evers;/people/person/place_of_birth;Berlin;5;Meike Evers
J. J. Stevenson;/people/person/place_of_birth;Glasgow;5;J. J. Stevenson
Thomas Barclay (missionary);/people/person/place_of_birth;Glasgow;5;Thomas Barclay (missionary)
Thomas Atkinson (poet);/people/person/place_of_birth;Glasgow;-3;Thomas Atkinson (poet)
Kris Kane;/people/person/place_of_birth;Glasgow;5;Kris Kane
Robert McCrindle;/people/person/place_of_birth;Glasgow;5;Robert McCrindle
Julia Goss;/people/person/place_of_birth;Glasgow;-3;Julia Goss
Hugh Fraser, 1st Baron Fraser of Allander;/people/person/place_of_birth;Glasgow;5;Hugh Fraser, 1st Baron Fraser of Allander
Alan Thomson (musician);/people/person/place_of_birth;Glasgow;5;Alan Thomson (musician)
William Atherton (lawyer);/people/person/place_of_birth;Glasgow;5;William Atherton (lawyer)
Mary Ann Kennedy (Scottish singer);/people/person/place_of_birth;Glasgow;5;Mary Ann Kennedy (Scottish singer)
Albert McElroy;/people/person/place_of_birth;Glasgow;5;Albert McElroy
Mary Macmaster;/people/person/place_of_birth;Glasgow;5;Mary Macmaster
Thomas Haughey;/people/person/place_of_birth;Glasgow;5;Thomas Haughey
James A. MacAlister;/people/person/place_of_birth;Glasgow;5;James A. MacAlister
Lynn Faulds Wood;/people/person/place_of_birth;Glasgow;5;Lynn Faulds Wood
Denis McQuade;/people/person/place_of_birth;Glasgow;5;Denis McQuade
Kenny Brannigan;/people/person/place_of_birth;Glasgow;5;Kenny Brannigan
Douglas Simpson;/people/person/place_of_birth;Glasgow;5;Douglas Simpson
Ian Steel;/people/person/place_of_birth;Glasgow;5;Ian Steel
John Stewart Kennedy;/people/person/place_of_birth;Glasgow;-5;John Stewart Kennedy
William Carstares;/people/person/place_of_birth;Glasgow;-5;William Carstares
Henry Boyd;/people/person/place_of_birth;Glasgow;-5;Henry Boyd
David Marshall Mason;/people/person/place_of_birth;Glasgow;-5;David Marshall Mason
Adam McLean;/people/person/place_of_birth;Glasgow;5;Adam McLean
Thomas Gardiner (publisher);/people/person/place_of_birth;Glasgow;-5;Thomas Gardiner (publisher)
George Henry Walton;/people/person/place_of_birth;Glasgow;5;George Henry Walton
Vishal Marwaha;/people/person/place_of_birth;Glasgow;5;Vishal Marwaha
Fergus Morton, Baron Morton of Henryton;/people/person/place_of_birth;Glasgow;5;Fergus Morton, Baron Morton of Henryton
Jamielee McPherson;/people/person/place_of_birth;Glasgow;5;Jamielee McPherson
John Stephen;/people/person/place_of_birth;Glasgow;5;John Stephen
Pat Gerber;/people/person/place_of_birth;Glasgow;5;Pat Gerber
James Nisbet;/people/person/place_of_birth;Glasgow;-5;James Nisbet
James Kinlay;/people/person/place_of_birth;Glasgow;5;James Kinlay
Jimmy Cooper (musician);/people/person/place_of_birth;Glasgow;-5;Jimmy Cooper (musician)
Randolph Colville;/people/person/place_of_birth;Glasgow;5;Randolph Colville
Walter Douglas;/people/person/place_of_birth;Glasgow;5;Walter Douglas
Ken Ritchie;/people/person/place_of_birth;Glasgow;5;Ken Ritchie
Jonathan Shearer;/people/person/place_of_birth;Glasgow;5;Jonathan Shearer
John Baird (Wolverhampton MP);/people/person/place_of_birth;Glasgow;5;John Baird (Wolverhampton MP)
John Junor;/people/person/place_of_birth;Glasgow;5;John Junor
Louisa Stevenson;/people/person/place_of_birth;Glasgow;5;Louisa Stevenson
John Fisher (opera director);/people/person/place_of_birth;Glasgow;5;John Fisher (opera director)
Christopher Whyte;/people/person/place_of_birth;Glasgow;5;Christopher Whyte
Henry Saxe;/people/person/place_of_birth;Montreal;5;Henry Saxe
Christopher Benfield Carter;/people/person/place_of_birth;Montreal;5;Christopher Benfield Carter
Kris Lefcoe;/people/person/place_of_birth;Montreal;5;Kris Lefcoe
William Reed (musician);/people/person/place_of_birth;Montreal;5;William Reed (musician)
Gerry Markman;/people/person/place_of_birth;Montreal;5;Gerry Markman
François Desjardins;/people/person/place_of_birth;Montreal;5;François Desjardins
Marcel Faribault;/people/person/place_of_birth;Montreal;5;Marcel Faribault
Antoine Ouilmette;/people/person/place_of_birth;Montreal;-5;Antoine Ouilmette
Gilles Latulippe;/people/person/place_of_birth;Montreal;5;Gilles Latulippe
John McKay (pianist);/people/person/place_of_birth;Montreal;5;John McKay (pianist)
Donald Steven;/people/person/place_of_birth;Montreal;5;Donald Steven
Léo Lévesque;/people/person/place_of_birth;Montreal;5;Léo Lévesque
Alain Boire;/people/person/place_of_birth;Montreal;5;Alain Boire
Lionel Tiger;/people/person/place_of_birth;Montreal;5;Lionel Tiger
Merlin Bronques;/people/person/place_of_birth;Montreal;-3;Merlin Bronques
Bill Downe;/people/person/place_of_birth;Montreal;5;Bill Downe
Sébastien Leblanc;/people/person/place_of_birth;Montreal;5;Sébastien Leblanc
Albert Chamberland;/people/person/place_of_birth;Montreal;5;Albert Chamberland
Jean Désy;/people/person/place_of_birth;Montreal;5;Jean Désy
Ira Vail;/people/person/place_of_birth;Montreal;3;Ira Vail
Rodolphe Monty;/people/person/place_of_birth;Montreal;5;Rodolphe Monty
Wayne Eagling;/people/person/place_of_birth;Montreal;5;Wayne Eagling
Romain Pelletier;/people/person/place_of_birth;Montreal;5;Romain Pelletier
Howard Grant (boxer);/people/person/place_of_birth;Montreal;-3;Howard Grant (boxer)
Théophile Bruguier;/people/person/place_of_birth;Montreal;-5;Théophile Bruguier
John Mahaffy (ice hockey);/people/person/place_of_birth;Montreal;5;John Mahaffy (ice hockey)
Yolande Thibeault;/people/person/place_of_birth;Montreal;5;Yolande Thibeault
Norman Spector;/people/person/place_of_birth;Montreal;5;Norman Spector
René Gagnier;/people/person/place_of_birth;Montreal;5;René Gagnier
Thomas Morland;/people/person/place_of_birth;Montreal;5;Thomas Morland
Emmanuel Aquin;/people/person/place_of_birth;Montreal;5;Emmanuel Aquin
Gérald Gagnier;/people/person/place_of_birth;Montreal;3;Gérald Gagnier
Pierre Alexandre Tremblay;/people/person/place_of_birth;Montreal;5;Pierre Alexandre Tremblay
Pierre de Savoye;/people/person/place_of_birth;Montreal;5;Pierre de Savoye
David Atkinson (baritone);/people/person/place_of_birth;Montreal;5;David Atkinson (baritone)
Lynne Kositsky;/people/person/place_of_birth;Montreal;5;Lynne Kositsky
Gordon Stevenson;/people/person/place_of_birth;Dublin;-1;Gordon Stevenson
Thomas Southerne;/people/person/place_of_birth;Dublin;-5;Thomas Southerne
Seamus Martin;/people/person/place_of_birth;Dublin;5;Seamus Martin
Nathaniel Buchanan;/people/person/place_of_birth;Dublin;-5;Nathaniel Buchanan
Vivion de Valera;/people/person/place_of_birth;Dublin;5;Vivion de Valera
Jim Grace (Irish footballer);/people/person/place_of_birth;Dublin;5;Jim Grace (Irish footballer)
Fiachna Ó Braonáin;/people/person/place_of_birth;Dublin;5;Fiachna Ó Braonáin
Henry Ussher;/people/person/place_of_birth;Dublin;5;Henry Ussher
Jason Colwell;/people/person/place_of_birth;Dublin;5;Jason Colwell
Derek Murray (soccer);/people/person/place_of_birth;Dublin;5;Derek Murray (soccer)
Stephen Gough (footballer);/people/person/place_of_birth;Dublin;5;Stephen Gough (footballer)
John Allen (Irish nationalist);/people/person/place_of_birth;Dublin;-3;John Allen (Irish nationalist)
Ed Pimm;/people/person/place_of_birth;Dublin;-5;Ed Pimm
Lee King;/people/person/place_of_birth;Dublin;5;Lee King
Richard Collins, Baron Collins;/people/person/place_of_birth;Dublin;5;Richard Collins, Baron Collins
Dave Connell;/people/person/place_of_birth;Dublin;5;Dave Connell
Alan Aboud;/people/person/place_of_birth;Dublin;5;Alan Aboud
Heartsill Ragon;/people/person/place_of_birth;Dublin;-5;Heartsill Ragon
Graham Doyle;/people/person/place_of_birth;Dublin;5;Graham Doyle
Martin Duffy (footballer);/people/person/place_of_birth;Dublin;5;Martin Duffy (footballer)
Brian O'Riordan;/people/person/place_of_birth;Dublin;5;Brian O'Riordan
Terry Eviston;/people/person/place_of_birth;Dublin;5;Terry Eviston
Walley Chamberlain Oulton;/people/person/place_of_birth;Dublin;5;Walley Chamberlain Oulton
Shay Gibbons;/people/person/place_of_birth;Dublin;5;Shay Gibbons
William Sadler (painter);/people/person/place_of_birth;Dublin;-5;William Sadler (painter)
Catherine Wellesley, Duchess of Wellington;/people/person/place_of_birth;Dublin;5;Catherine Wellesley, Duchess of Wellington
John O'Conor;/people/person/place_of_birth;Dublin;5;John O'Conor
Marcus Tuite;/people/person/place_of_birth;Dublin;3;Marcus Tuite
Gladys Henson;/people/person/place_of_birth;Dublin;5;Gladys Henson
Leslie Paul;/people/person/place_of_birth;Dublin;5;Leslie Paul
John Savage (Fenian);/people/person/place_of_birth;Dublin;5;John Savage (Fenian)
Henry Bernard Carpenter;/people/person/place_of_birth;Dublin;3;Henry Bernard Carpenter
John Sheridan Hogan;/people/person/place_of_birth;Dublin;-5;John Sheridan Hogan
Paddy Crowley;/people/person/place_of_birth;Dublin;5;Paddy Crowley
Jimmy Gregg;/people/person/place_of_birth;Dublin;5;Jimmy Gregg
John Henry (spy);/people/person/place_of_birth;Dublin;3;John Henry (spy)
Alfred Downward;/people/person/place_of_birth;Melbourne;5;Alfred Downward
Michael Birt;/people/person/place_of_birth;Melbourne;5;Michael Birt
Shane Price;/people/person/place_of_birth;Melbourne;5;Shane Price
Victoria LePage;/people/person/place_of_birth;Melbourne;5;Victoria LePage
Jennifer Holliday (softball);/people/person/place_of_birth;Melbourne;5;Jennifer Holliday (softball)
Mary Cecil Allen;/people/person/place_of_birth;Melbourne;5;Mary Cecil Allen
Roy Dalgarno;/people/person/place_of_birth;Melbourne;5;Roy Dalgarno
Maggie Fitzgibbon;/people/person/place_of_birth;Melbourne;5;Maggie Fitzgibbon
Robert Moss;/people/person/place_of_birth;Melbourne;5;Robert Moss
George Johnston (general);/people/person/place_of_birth;Melbourne;5;George Johnston (general)
Winifred Lewellin James;/people/person/place_of_birth;Melbourne;-3;Winifred Lewellin James
Adam Bright;/people/person/place_of_birth;Melbourne;5;Adam Bright
Daniel Sproule;/people/person/place_of_birth;Melbourne;5;Daniel Sproule
Nicholas Colla;/people/person/place_of_birth;Melbourne;5;Nicholas Colla
Carey Beebe;/people/person/place_of_birth;Melbourne;5;Carey Beebe
Amber Parkinson;/people/person/place_of_birth;Melbourne;5;Amber Parkinson
Simon Gerada;/people/person/place_of_birth;Melbourne;5;Simon Gerada
Brett Hayman;/people/person/place_of_birth;Melbourne;5;Brett Hayman
Rodney Cocks;/people/person/place_of_birth;Melbourne;5;Rodney Cocks
Michael Guider;/people/person/place_of_birth;Melbourne;5;Michael Guider
David Sander;/people/person/place_of_birth;Melbourne;5;David Sander
Herbert Postle;/people/person/place_of_birth;Melbourne;5;Herbert Postle
Luke Youlden;/people/person/place_of_birth;Melbourne;5;Luke Youlden
Rodney de Gruchy;/people/person/place_of_birth;Melbourne;5;Rodney de Gruchy
Kate Richardson (athlete);/people/person/place_of_birth;Melbourne;5;Kate Richardson (athlete)
Jennifer Huppert;/people/person/place_of_birth;Melbourne;3;Jennifer Huppert
Nicole Richardson;/people/person/place_of_birth;Melbourne;5;Nicole Richardson
Justine Smethurst;/people/person/place_of_birth;Melbourne;5;Justine Smethurst
Martin Brown (artist);/people/person/place_of_birth;Melbourne;5;Martin Brown (artist)
Joanne Fox;/people/person/place_of_birth;Melbourne;5;Joanne Fox
Ashley Gilbertson;/people/person/place_of_birth;Melbourne;5;Ashley Gilbertson
Diana Trask;/people/person/place_of_birth;Melbourne;5;Diana Trask
Matthew Kent;/people/person/place_of_birth;Melbourne;5;Matthew Kent
William Dexter;/people/person/place_of_birth;Melbourne;-3;William Dexter
Harry James Angus;/people/person/place_of_birth;Melbourne;5;Harry James Angus
Jane Tanner;/people/person/place_of_birth;Melbourne;5;Jane Tanner
Gordon Edward Corbould;/people/person/place_of_birth;Toronto;5;Gordon Edward Corbould
Alastair Sweeny;/people/person/place_of_birth;Toronto;5;Alastair Sweeny
John William Thomson;/people/person/place_of_birth;Toronto;5;John William Thomson
Linda MacLennan;/people/person/place_of_birth;Toronto;5;Linda MacLennan
David Bourque;/people/person/place_of_birth;Toronto;-3;David Bourque
Catherine Winder;/people/person/place_of_birth;Toronto;-5;Catherine Winder
George Snell (bishop);/people/person/place_of_birth;Toronto;5;George Snell (bishop)
Erna Paris;/people/person/place_of_birth;Toronto;5;Erna Paris
Ellie Tesher;/people/person/place_of_birth;Toronto;5;Ellie Tesher
Steven Hayward (Canadian writer);/people/person/place_of_birth;Toronto;5;Steven Hayward (Canadian writer)
Lorne Resnick;/people/person/place_of_birth;Toronto;5;Lorne Resnick
David Empringham;/people/person/place_of_birth;Toronto;5;David Empringham
Lorne Rubenstein;/people/person/place_of_birth;Toronto;5;Lorne Rubenstein
Ronnie Le Drew;/people/person/place_of_birth;Toronto;5;Ronnie Le Drew
Lorraine Leckie;/people/person/place_of_birth;Toronto;-5;Lorraine Leckie
Albert Pratz;/people/person/place_of_birth;Toronto;5;Albert Pratz
Harry Chadwick;/people/person/place_of_birth;Toronto;5;Harry Chadwick
Jack Blum;/people/person/place_of_birth;Toronto;5;Jack Blum
Graph Nobel;/people/person/place_of_birth;Toronto;5;Graph Nobel
William Leeming Harrison;/people/person/place_of_birth;Toronto;-3;William Leeming Harrison
John Smith (poet);/people/person/place_of_birth;Toronto;5;John Smith (poet)
John Cole (politician);/people/person/place_of_birth;Toronto;5;John Cole (politician)
Austin Lloyd Fleming;/people/person/place_of_birth;Toronto;5;Austin Lloyd Fleming
John Josiah Robinette;/people/person/place_of_birth;Toronto;5;John Josiah Robinette
Biff Mitchell;/people/person/place_of_birth;Toronto;5;Biff Mitchell
Bartle Brennen Bull;/people/person/place_of_birth;Toronto;5;Bartle Brennen Bull
Kim Ondaatje;/people/person/place_of_birth;Toronto;5;Kim Ondaatje
Murray McEachern;/people/person/place_of_birth;Toronto;5;Murray McEachern
Kenneth William Junor;/people/person/place_of_birth;Toronto;5;Kenneth William Junor
David Hackl;/people/person/place_of_birth;Toronto;5;David Hackl
Arthur N. Martin;/people/person/place_of_birth;Toronto;5;Arthur N. Martin
John Dodington;/people/person/place_of_birth;Toronto;5;John Dodington
Frank E. Holmes;/people/person/place_of_birth;Toronto;-3;Frank E. Holmes
Alan Welsh;/people/person/place_of_birth;Edinburgh;5;Alan Welsh
James Balfour (philosopher);/people/person/place_of_birth;Edinburgh;-5;James Balfour (philosopher)
John Thomas Rochead;/people/person/place_of_birth;Edinburgh;5;John Thomas Rochead
James Hogg (publisher);/people/person/place_of_birth;Edinburgh;-5;James Hogg (publisher)
Thomas Tod Stoddart;/people/person/place_of_birth;Edinburgh;5;Thomas Tod Stoddart
Gillian Cooke;/people/person/place_of_birth;Edinburgh;3;Gillian Cooke
John Donaldson (painter);/people/person/place_of_birth;Edinburgh;5;John Donaldson (painter)
George Hurst;/people/person/place_of_birth;Edinburgh;5;George Hurst
William Skirving;/people/person/place_of_birth;Edinburgh;-5;William Skirving
Julian Paynter;/people/person/place_of_birth;Edinburgh;5;Julian Paynter
John Cobbett;/people/person/place_of_birth;Edinburgh;5;John Cobbett
George Mudie (Owenite);/people/person/place_of_birth;Edinburgh;5;George Mudie (Owenite)
Sir Andrew Agnew, 8th Baronet;/people/person/place_of_birth;Edinburgh;5;Sir Andrew Agnew, 8th Baronet
Roger Sinclair Aytoun;/people/person/place_of_birth;Edinburgh;5;Roger Sinclair Aytoun
Scott Cleverdon;/people/person/place_of_birth;Edinburgh;5;Scott Cleverdon
Robert Hamilton Paterson;/people/person/place_of_birth;Edinburgh;5;Robert Hamilton Paterson
George Henderson (architect);/people/person/place_of_birth;Edinburgh;5;George Henderson (architect)
Walter Elliot (Scottish naturalist);/people/person/place_of_birth;Edinburgh;5;Walter Elliot (Scottish naturalist)
John Cameron (Reformed Presbyterian);/people/person/place_of_birth;Edinburgh;-5;John Cameron (Reformed Presbyterian)
James O. Clephane;/people/person/place_of_birth;Edinburgh;-3;James O. Clephane
Joseph Hislop;/people/person/place_of_birth;Edinburgh;5;Joseph Hislop
Alexander Smith (chemist);/people/person/place_of_birth;Edinburgh;5;Alexander Smith (chemist)
Mike Peden;/people/person/place_of_birth;Edinburgh;5;Mike Peden
Mary MacLeod Banks;/people/person/place_of_birth;Edinburgh;5;Mary MacLeod Banks
Allan Stewart (artist);/people/person/place_of_birth;Edinburgh;5;Allan Stewart (artist)
Henry John Cody;/people/person/place_of_birth;Edinburgh;-3;Henry John Cody
Marcus Dods (musician);/people/person/place_of_birth;Edinburgh;5;Marcus Dods (musician)
Georgina Kennard;/people/person/place_of_birth;Edinburgh;5;Georgina Kennard
William Walker (engraver born 1791);/people/person/place_of_birth;Edinburgh;-5;William Walker (engraver born 1791)
Patrick Edward Dove;/people/person/place_of_birth;Edinburgh;-5;Patrick Edward Dove
Gary Callander;/people/person/place_of_birth;Edinburgh;5;Gary Callander
Carl Herman Kraeling;/people/person/place_of_birth;Brooklyn;5;Carl Herman Kraeling
Rebecca Pronsky;/people/person/place_of_birth;Brooklyn;5;Rebecca Pronsky
Borah Bergman;/people/person/place_of_birth;Brooklyn;5;Borah Bergman
Raymond Ericson;/people/person/place_of_birth;Brooklyn;5;Raymond Ericson
Seth Lipsky;/people/person/place_of_birth;Brooklyn;5;Seth Lipsky
Richard Cullen (attorney);/people/person/place_of_birth;Brooklyn;5;Richard Cullen (attorney)
Al Harewood;/people/person/place_of_birth;Brooklyn;5;Al Harewood
Jeffrey H. Cohen;/people/person/place_of_birth;Brooklyn;5;Jeffrey H. Cohen
Sy Landy;/people/person/place_of_birth;Brooklyn;5;Sy Landy
Peter C. Schultz;/people/person/place_of_birth;Brooklyn;5;Peter C. Schultz
Albert Warren Ferris;/people/person/place_of_birth;Brooklyn;5;Albert Warren Ferris
Matthew T. Abruzzo;/people/person/place_of_birth;Brooklyn;5;Matthew T. Abruzzo
Lucille Wallenrod;/people/person/place_of_birth;Brooklyn;5;Lucille Wallenrod
Leonard D. Wexler;/people/person/place_of_birth;Brooklyn;5;Leonard D. Wexler
Franco Gentilesca;/people/person/place_of_birth;Brooklyn;5;Franco Gentilesca
Joe Torres (journalist);/people/person/place_of_birth;Brooklyn;5;Joe Torres (journalist)
Bob Alberti;/people/person/place_of_birth;Brooklyn;5;Bob Alberti
Joe Ascione;/people/person/place_of_birth;Brooklyn;5;Joe Ascione
Stanley Newman;/people/person/place_of_birth;Brooklyn;-1;Stanley Newman
Stacy Barthe;/people/person/place_of_birth;Brooklyn;5;Stacy Barthe
Roger Q. Williams;/people/person/place_of_birth;Brooklyn;5;Roger Q. Williams
John Esposito (pianist);/people/person/place_of_birth;Brooklyn;5;John Esposito (pianist)
Leo C. Zeferetti;/people/person/place_of_birth;Brooklyn;5;Leo C. Zeferetti
Robert Stanley Breed;/people/person/place_of_birth;Brooklyn;-3;Robert Stanley Breed
Claire Burch;/people/person/place_of_birth;Brooklyn;5;Claire Burch
Ralph Schoenman;/people/person/place_of_birth;Brooklyn;5;Ralph Schoenman
Irving Fiske;/people/person/place_of_birth;Brooklyn;5;Irving Fiske
Bill Kaiserman;/people/person/place_of_birth;Brooklyn;5;Bill Kaiserman
Thomas Elliot Bowman III;/people/person/place_of_birth;Brooklyn;5;Thomas Elliot Bowman III
George E. Waldo;/people/person/place_of_birth;Brooklyn;5;George E. Waldo
Edward Raymond Neaher;/people/person/place_of_birth;Brooklyn;5;Edward Raymond Neaher
Adolf Jellinek;/people/person/place_of_birth;Budapest;-1;Adolf Jellinek
Ferenc A. Váli;/people/person/place_of_birth;Budapest;5;Ferenc A. Váli
Peter Hargitai;/people/person/place_of_birth;Budapest;5;Peter Hargitai
Imre Zachár;/people/person/place_of_birth;Budapest;5;Imre Zachár
Béla Glattfelder;/people/person/place_of_birth;Budapest;5;Béla Glattfelder
Berthold Weisz;/people/person/place_of_birth;Budapest;5;Berthold Weisz
Zoltan Kósz;/people/person/place_of_birth;Budapest;5;Zoltan Kósz
Ferenc Sipos;/people/person/place_of_birth;Budapest;5;Ferenc Sipos
Mihály Kovács;/people/person/place_of_birth;Budapest;5;Mihály Kovács
László Z. Bitó;/people/person/place_of_birth;Budapest;5;László Z. Bitó
Árpád Soós;/people/person/place_of_birth;Budapest;5;Árpád Soós
Zoltán Benkő;/people/person/place_of_birth;Budapest;5;Zoltán Benkő
Adrienn Bende;/people/person/place_of_birth;Budapest;5;Adrienn Bende
Katalin Karády;/people/person/place_of_birth;Budapest;5;Katalin Karády
Péter Lendvay;/people/person/place_of_birth;Budapest;5;Péter Lendvay
Andrea Mátay;/people/person/place_of_birth;Budapest;5;Andrea Mátay
Zsolt Hamar;/people/person/place_of_birth;Budapest;5;Zsolt Hamar
Zoltán Szilády;/people/person/place_of_birth;Budapest;5;Zoltán Szilády
György Bródy;/people/person/place_of_birth;Budapest;5;György Bródy
Charles Weissmann;/people/person/place_of_birth;Budapest;5;Charles Weissmann
Ákos Császár;/people/person/place_of_birth;Budapest;5;Ákos Császár
Dávid Kovács;/people/person/place_of_birth;Budapest;5;Dávid Kovács
Ferenc Mérei;/people/person/place_of_birth;Budapest;5;Ferenc Mérei
Ilus Vay;/people/person/place_of_birth;Budapest;5;Ilus Vay
Endre Csillag;/people/person/place_of_birth;Budapest;5;Endre Csillag
Csaba Őry;/people/person/place_of_birth;Budapest;5;Csaba Őry
Elemér Terták;/people/person/place_of_birth;Budapest;5;Elemér Terták
Károly Varga;/people/person/place_of_birth;Budapest;5;Károly Varga
Samuel Löw Brill;/people/person/place_of_birth;Budapest;5;Samuel Löw Brill
Bódog Török;/people/person/place_of_birth;Budapest;5;Bódog Török
George Clifford Sziklai;/people/person/place_of_birth;Budapest;5;George Clifford Sziklai
Elizabeth McClintock;/people/person/place_of_birth;Los Angeles;5;Elizabeth McClintock
Danny LaPorte;/people/person/place_of_birth;Los Angeles;5;Danny LaPorte
Michael D. Rich;/people/person/place_of_birth;Los Angeles;-5;Michael D. Rich
Carl W. Ernst;/people/person/place_of_birth;Los Angeles;5;Carl W. Ernst
Roy Seawright;/people/person/place_of_birth;Los Angeles;5;Roy Seawright
Chloe Franks;/people/person/place_of_birth;Los Angeles;5;Chloe Franks
Elisa Kleven;/people/person/place_of_birth;Los Angeles;-5;Elisa Kleven
Russ Titelman;/people/person/place_of_birth;Los Angeles;5;Russ Titelman
Phil Pardee;/people/person/place_of_birth;Los Angeles;5;Phil Pardee
Teron Beal;/people/person/place_of_birth;Los Angeles;1;Teron Beal
Anne Triola;/people/person/place_of_birth;Los Angeles;5;Anne Triola
Yehuda Hyman;/people/person/place_of_birth;Los Angeles;5;Yehuda Hyman
Max D. Adams;/people/person/place_of_birth;Los Angeles;5;Max D. Adams
2009–2011 detention of American hikers by Iran;/people/person/place_of_birth;Los Angeles;-3;2009–2011 detention of American hikers by Iran
Albert Braun;/people/person/place_of_birth;Los Angeles;-5;Albert Braun
Harold Meyerson;/people/person/place_of_birth;Los Angeles;5;Harold Meyerson
Bill Campbell (California politician);/people/person/place_of_birth;Los Angeles;5;Bill Campbell (California politician)
Eric Bailey (basketball);/people/person/place_of_birth;Los Angeles;5;Eric Bailey (basketball)
Michael Edelstein;/people/person/place_of_birth;Los Angeles;5;Michael Edelstein
Kevin Kennedy (baseball);/people/person/place_of_birth;Los Angeles;5;Kevin Kennedy (baseball)
Mentor Huebner;/people/person/place_of_birth;Los Angeles;5;Mentor Huebner
Robert Bradshaw (figure skater);/people/person/place_of_birth;Los Angeles;5;Robert Bradshaw (figure skater)
Norman L. Eisen;/people/person/place_of_birth;Los Angeles;5;Norman L. Eisen
Jolene Brand;/people/person/place_of_birth;Los Angeles;5;Jolene Brand
Jesse Leon McCann;/people/person/place_of_birth;Los Angeles;5;Jesse Leon McCann
David Hammerstein Mintz;/people/person/place_of_birth;Los Angeles;5;David Hammerstein Mintz
Andy Park (musician);/people/person/place_of_birth;Los Angeles;5;Andy Park (musician)
Jimmy Greenspoon;/people/person/place_of_birth;Los Angeles;5;Jimmy Greenspoon
Jack Aranson;/people/person/place_of_birth;Los Angeles;5;Jack Aranson
