subject;predicate;object;score;path
North Amerikkkan Blues;/people/person/education./education/education/degree;Bachelor of Arts;-1;North Amerikkkan Blues>Dartmouth College>Bachelor of Arts
Chris Wilson (pollster);/people/person/education./education/education/degree;Bachelor of Arts;5;Chris Wilson (pollster)>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Gustavo Rivera;/people/person/education./education/education/degree;Bachelor of Arts;5;Gustavo Rivera>Gustavo Rivera (politician)>Hunter College>Bachelor of Arts
Robert Edward Bell;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Edward Bell>Concordia University>Bachelor of Arts
Carol Higgins Clark;/people/person/education./education/education/degree;Bachelor of Arts;-5;Carol Higgins Clark>New York City>Benjamin Franklin>Bachelor of Arts
Kathleen Hirsch;/people/person/education./education/education/degree;Bachelor of Arts;5;Kathleen Hirsch>Mount Holyoke College>Dartmouth College>Bachelor of Arts
Joshua Oppenheimer;/people/person/education./education/education/degree;Bachelor of Arts;5;Joshua Oppenheimer>Harvard College>Steve Ballmer>Bachelor of Arts
Lisa Hopkins;/people/person/education./education/education/degree;Bachelor of Arts;5;Lisa Hopkins Seegmiller>Classical music>Ralph Vaughan Williams>Bachelor of Arts
Wayne Karlin;/people/person/education./education/education/degree;Bachelor of Arts;5;Wayne Karlin>California>Arnold Schwarzenegger>Bachelor of Arts
Gregory Pardlo;/people/person/education./education/education/degree;Bachelor of Arts;5;Gregory Pardlo>Hunter College>Bachelor of Arts
Vincent J. Polistina;/people/person/education./education/education/degree;Bachelor of Arts;5;Vincent J. Polistina>Republican Party (United States)>Theodore Roosevelt>Bachelor of Arts
Oliver La Farge;/people/person/education./education/education/degree;Bachelor of Arts;-5;Oliver La Farge>New York City>Benjamin Franklin>Bachelor of Arts
Dan Reiter;/people/person/education./education/education/degree;Bachelor of Arts;5;Dan Reiter>Emory University>Bachelor of Arts
Paul Axelrod;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul Axelrod>higher education>Business school>Bachelor of Arts
Paul Moriarty;/people/person/education./education/education/degree;Bachelor of Arts;5;Paul Moriarty>Paul Moriarty (politician)>Democratic Party (United States)>Theodore Roosevelt>Bachelor of Arts
Richard Pildes;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Pildes>Thurgood Marshall>Bachelor of Arts
Tricia Rose;/people/person/education./education/education/degree;Bachelor of Arts;3;Tricia Rose>New York, New York>Benjamin Franklin>Bachelor of Arts
Mike Montgomery;/people/person/education./education/education/degree;Bachelor of Arts;3;Mike Montgomery>Basketball>Dartmouth College>Bachelor of Arts
Theo Alexander;/people/person/education./education/education/degree;Bachelor of Arts;5;Theo Alexander>Greece>Elia Kazan>Bachelor of Arts
Kevin Starr;/people/person/education./education/education/degree;Bachelor of Arts;5;Kevin Starr>Arnold Schwarzenegger>Bachelor of Arts
Tarleton Gillespie;/people/person/education./education/education/degree;Bachelor of Arts;5;Tarleton Gillespie>Ithaca, New York>Carl Sagan>Bachelor of Arts
Jason Narvy;/people/person/education./education/education/degree;Bachelor of Arts;5;Jason Narvy>California>Arnold Schwarzenegger>Bachelor of Arts
Earl K. Miller;/people/person/education./education/education/degree;Bachelor of Arts;5;Earl K. Miller>Neuroscience>Psychologist>Bachelor of Arts
Raja M. Flores;/people/person/education./education/education/degree;Bachelor of Arts;5;Raja M. Flores>Thoracic surgery>University of Calgary>Bachelor of Arts
Neil M. Cohen;/people/person/education./education/education/degree;Bachelor of Arts;5;Neil M. Cohen>United States>Franklin D. Roosevelt>Bachelor of Arts
John Melady;/people/person/education./education/education/degree;Bachelor of Arts;5;John Melady>Canada>Brian Mulroney>Bachelor of Arts
L. S. Stavrianos;/people/person/education./education/education/degree;Bachelor of Arts;5;L. S. Stavrianos>University of California, San Diego>Bachelor of Arts
Stephen A. Miles;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen A. Miles>Author>Michel Foucault>Bachelor of Arts
Kenryo Kanamatsu;/people/person/education./education/education/degree;Bachelor of Arts;5;Kenryo Kanamatsu>Kyoto>Henry L. Stimson>Bachelor of Arts
Sterling Nesbitt;/people/person/education./education/education/degree;Bachelor of Arts;5;Sterling Nesbitt>United States>Franklin D. Roosevelt>Bachelor of Arts
Kitty Dukakis;/people/person/education./education/education/degree;Bachelor of Arts;-5;Kitty Dukakis>Michael Dukakis>Bachelor of Arts
William T. Monroe;/people/person/education./education/education/degree;Bachelor of Arts;5;William T. Monroe>US State Department>Benjamin Franklin>Bachelor of Arts
Nigel Spencer;/people/person/education./education/education/degree;Bachelor of Arts;-5;Nigel Spencer>Governor General's Literary Award>Dance>Bachelor of Arts
Josef Levi;/people/person/education./education/education/degree;Bachelor of Arts;3;Josef Levi>modernism>Immanuel Kant>Bachelor of Arts
James E. Faulconer;/people/person/education./education/education/degree;Bachelor of Arts;5;James E. Faulconer>philosopher>Immanuel Kant>Bachelor of Arts
David Shipley;/people/person/education./education/education/degree;Bachelor of Arts;5;David Shipley>Portland, Oregon>Elliott Smith>Bachelor of Arts
Michael Mann (director);/people/person/education./education/education/degree;Bachelor of Arts;5;Michael Mann>Chicago>Franklin D. Roosevelt>Bachelor of Arts
Bruce Thornton;/people/person/education./education/education/degree;Bachelor of Arts;5;Bruce Thornton>Stanford University>Martin Luther King Jr.>Bachelor of Arts
Jeff Shockey;/people/person/education./education/education/degree;Bachelor of Arts;5;Jeff Shockey>United States Congress>Franklin D. Roosevelt>Bachelor of Arts
William D. Payne;/people/person/education./education/education/degree;Bachelor of Arts;5;William D. Payne>Willie Brown (politician)>Arnold Schwarzenegger>Bachelor of Arts
Richard T. Cole;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard T. Cole>Michigan State University>Theodore Roosevelt>Bachelor of Arts
Joseph J. McMenamin;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph J. McMenamin>United States>Franklin D. Roosevelt>Bachelor of Arts
Jess Ghannam;/people/person/education./education/education/degree;Bachelor of Arts;5;Jess Ghannam>Gaza Strip>Noam Chomsky>Bachelor of Arts
Sherrod Brown;/people/person/education./education/education/degree;Bachelor of Arts;5;Sherrod Brown>George McGovern>Bachelor of Arts
Donald West Harward;/people/person/education./education/education/degree;Bachelor of Arts;5;Donald West Harward>Thomas Hedley Reynolds>Paul Newman>Bachelor of Arts
Carl Zimmer;/people/person/education./education/education/degree;Bachelor of Arts;5;Carl Zimmer>Yale University>Liberal arts education>Bachelor of Arts
David G. Coles;/people/person/education./education/education/degree;Bachelor of Arts;-5;David G. Coles>Dalhousie University>Brian Mulroney>Bachelor of Arts
Ruth Landes;/people/person/education./education/education/degree;Bachelor of Arts;5;Ruth Landes>Franklin D. Roosevelt>Bachelor of Arts
Dan Gerber;/people/person/education./education/education/degree;Bachelor of Arts;3;Dan Gerber>Michigan>Ronald Reagan>Bachelor of Arts
Stephen Yagman;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephen Yagman>IRS>Theodore Roosevelt>Bachelor of Arts
Steve A. Matthews;/people/person/education./education/education/degree;Bachelor of Arts;5;Steve A. Matthews>Ronald Reagan>Bachelor of Arts
Lauralee Martin;/people/person/education./education/education/degree;Bachelor of Arts;5;Lauralee Martin>Masters of Business Administration>Management>Bachelor of Arts
Nia Gill;/people/person/education./education/education/degree;Bachelor of Arts;5;Nia Gill>34th Legislative District (New Jersey)>Rudy Giuliani>Bachelor of Arts
Cynthia Aaron;/people/person/education./education/education/degree;Bachelor of Arts;5;Cynthia Aaron>Governor of California>Earl Warren>Bachelor of Arts
Mortimer Taube;/people/person/education./education/education/degree;Bachelor of Arts;5;Mortimer Taube>Annapolis, Maryland>Thurgood Marshall>Bachelor of Arts
Sydney David Pierce;/people/person/education./education/education/degree;Bachelor of Arts;-5;Sydney David Pierce>Quebec>Fine art>Bachelor of Arts
Andy Kerr (American politician);/people/person/education./education/education/degree;Bachelor of Arts;5;Andy Kerr (American politician)>Diane Mitsch Bush>Rachel Carson>Bachelor of Arts
Angela Kang;/people/person/education./education/education/degree;Bachelor of Arts;5;Angela Kang>San Diego Comic-Con>Greg Bear>Bachelor of Arts
Wilfredo Caraballo;/people/person/education./education/education/degree;Bachelor of Arts;5;Wilfredo Caraballo>Democratic Party (United States)>Theodore Roosevelt>Bachelor of Arts
L. J. Smith (author);/people/person/education./education/education/degree;Bachelor of Arts;-5;L. J. Smith (author)>Orange County, California>Richard Nixon>Bachelor of Arts
Lilia Shevtsova;/people/person/education./education/education/degree;Bachelor of Arts;5;Lilia Shevtsova>Kremlinology>Zbigniew Brzezinski>Bachelor of Arts
The Bachelor: London Calling;/people/person/education./education/education/degree;Bachelor of Arts;1;The Bachelor (season 12)>United Kingdom>A. A. Milne>Bachelor of Arts
Jeffrey Blitz;/people/person/education./education/education/degree;Bachelor of Arts;5;Jeffrey Blitz>New Jersey>Ralph Nader>Bachelor of Arts
Francis Dominic Murnaghan, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Francis Dominic Murnaghan Jr.>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Mariana Pfaelzer;/people/person/education./education/education/degree;Bachelor of Arts;5;Mariana Pfaelzer>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Adrian Joseph Caillouet;/people/person/education./education/education/degree;Bachelor of Arts;5;Adrian Joseph Caillouet>Franklin D. Roosevelt>Bachelor of Arts
Andrew A. Skolnick;/people/person/education./education/education/degree;Bachelor of Arts;5;Andrew A. Skolnick>Rosalynn Carter>Nancy Reagan>Bachelor of Arts
Sophie Cabot Black;/people/person/education./education/education/degree;Bachelor of Arts;5;Sophie Cabot Black>New York, New York>Benjamin Franklin>Bachelor of Arts
Thomas Perry (author);/people/person/education./education/education/degree;Bachelor of Arts;5;Thomas Perry (author)>novelist>J. K. Rowling>Bachelor of Arts
Frank James McGarr;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank James McGarr>Richard Nixon>Bachelor of Arts
Jack Zouhary;/people/person/education./education/education/degree;Bachelor of Arts;5;Jack Zouhary>Dartmouth College>Bachelor of Arts
Bascom Sine Deaver;/people/person/education./education/education/degree;Bachelor of Arts;5;Bascom Sine Deaver>Mercer University>Bob Dole>Bachelor of Arts
E. Jennifer Monaghan;/people/person/education./education/education/degree;Bachelor of Arts;3;E. Jennifer Monaghan>University of Illinois at Urbana–Champaign>Hugh Hefner>Bachelor of Arts
Napoleon A. Jones Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Napoleon A. Jones Jr.>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Henry Duckworth;/people/person/education./education/education/degree;Bachelor of Arts;5;Henry Duckworth>Winnipeg>A. A. Milne>Bachelor of Arts
William Kernahan Thomas;/people/person/education./education/education/degree;Bachelor of Arts;5;William Kernahan Thomas>Lyndon B. Johnson>Bachelor of Arts
Anthony Tommasini;/people/person/education./education/education/degree;Bachelor of Arts;5;Anthony Tommasini>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Alexander Harvey II;/people/person/education./education/education/degree;Bachelor of Arts;5;Alexander Harvey II>Lyndon B. Johnson>Bachelor of Arts
Bob DuPuy;/people/person/education./education/education/degree;Bachelor of Arts;5;Bob DuPuy>Bud Selig>Bachelor of Arts
Alfred Adams Wheat;/people/person/education./education/education/degree;Bachelor of Arts;5;Alfred Adams Wheat>Dartmouth College>Bachelor of Arts
James Rodney Gilstrap;/people/person/education./education/education/degree;Bachelor of Arts;5;James Rodney Gilstrap>Florida>Tennessee Williams>Bachelor of Arts
John Embree;/people/person/education./education/education/degree;Bachelor of Arts;5;John Embree>Ruth Benedict>Bachelor of Arts
Richard L. Young;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard L. Young>list of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Maurice B. Foley;/people/person/education./education/education/degree;Bachelor of Arts;5;Maurice B. Foley>United States Tax Court>Ronald Reagan>Bachelor of Arts
Robert Lowell Miller Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Lowell Miller Jr.>Ronald Reagan>Bachelor of Arts
Stanley Seymour Brotman;/people/person/education./education/education/degree;Bachelor of Arts;5;Stanley Brotman>List of federal judges appointed by Gerald Ford>Ronald Reagan>Bachelor of Arts
John Charles Watrous;/people/person/education./education/education/degree;Bachelor of Arts;5;John Charles Watrous>United States District Court for the District of Texas>Theodore Roosevelt>Bachelor of Arts
Graham Calder Mullen;/people/person/education./education/education/degree;Bachelor of Arts;5;Graham Calder Mullen>George H. W. Bush>Bachelor of Arts
Samuel Grayson Wilson;/people/person/education./education/education/degree;Bachelor of Arts;5;Samuel Grayson Wilson>George H. W. Bush>Bachelor of Arts
Brad R. Roth;/people/person/education./education/education/degree;Bachelor of Arts;5;Brad R. Roth>Wayne State University>Dartmouth College>Bachelor of Arts
John D. Caputo;/people/person/education./education/education/degree;Bachelor of Arts;5;John D. Caputo>Gilles Deleuze>Bachelor of Arts
John Woods (Islam scholar);/people/person/education./education/education/degree;Bachelor of Arts;3;John E. Woods (historian)>University of Chicago>Milton Friedman>Bachelor of Arts
Wayne Koestenbaum;/people/person/education./education/education/degree;Bachelor of Arts;5;Wayne Koestenbaum>United States>Franklin D. Roosevelt>Bachelor of Arts
John F. Walter;/people/person/education./education/education/degree;Bachelor of Arts;5;John F. Walter>John Davies (swimmer)>Ronald Reagan>Bachelor of Arts
John Cadwalader (jurist);/people/person/education./education/education/degree;Bachelor of Arts;5;John Cadwalader (jurist)>Philadelphia>Benjamin Franklin>Bachelor of Arts
Richard A. Schell;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard A. Schell>Ronald Reagan>Bachelor of Arts
Michael Leir;/people/person/education./education/education/degree;Bachelor of Arts;5;Michael Leir>Canada>Brian Mulroney>Bachelor of Arts
Orly Goldwasser;/people/person/education./education/education/degree;Bachelor of Arts;5;Orly Goldwasser>Hebrew University>Natalie Portman>Bachelor of Arts
Rebecca R. Pallmeyer;/people/person/education./education/education/degree;Bachelor of Arts;5;Rebecca R. Pallmeyer>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Timothy Sylvester Hogan (judge);/people/person/education./education/education/degree;Bachelor of Arts;5;Timothy Sylvester Hogan (judge)>Lyndon B. Johnson>Bachelor of Arts
Hayden White;/people/person/education./education/education/degree;Bachelor of Arts;5;Hayden White>Jean-Paul Sartre>Bachelor of Arts
Charles Herbert Levermore;/people/person/education./education/education/degree;Bachelor of Arts;5;Charles Herbert Levermore>League of Nations Union>London School of Economics>Bachelor of Arts
Janice R. Bellace;/people/person/education./education/education/degree;Bachelor of Arts;5;Janice R. Bellace>London School of Economics>Bachelor of Arts
James Bryan McMillan;/people/person/education./education/education/degree;Bachelor of Arts;5;James Bryan McMillan>Lyndon B. Johnson>Bachelor of Arts
Frank Wiley Wilson;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank Wiley Wilson>Knoxville, Tennessee>Tennessee Williams>Bachelor of Arts
Christine Melnick;/people/person/education./education/education/degree;Bachelor of Arts;5;Christine Melnick>Greg Selinger>London School of Economics>Bachelor of Arts
Albert Charles Wollenberg;/people/person/education./education/education/degree;Bachelor of Arts;5;Albert Charles Wollenberg>University of California, Berkeley>J. Robert Oppenheimer>Bachelor of Arts
James Petras;/people/person/education./education/education/degree;Bachelor of Arts;5;James Petras>Noam Chomsky>Bachelor of Arts
Ronald Davies (judge);/people/person/education./education/education/degree;Bachelor of Arts;5;Ronald Davies (judge)>Theodore Roosevelt>Bachelor of Arts
Jonathan Lash;/people/person/education./education/education/degree;Bachelor of Arts;5;Jonathan Lash>Hampshire College>Elliott Smith>Bachelor of Arts
Bryan Zanisnik;/people/person/education./education/education/degree;Bachelor of Arts;5;Bryan Zanisnik>Hunter College>Bachelor of Arts
Byron George Skelton;/people/person/education./education/education/degree;Bachelor of Arts;5;Byron George Skelton>Lyndon B. Johnson>Bachelor of Arts
Herbert Allan Fogel;/people/person/education./education/education/degree;Bachelor of Arts;5;Herbert Allan Fogel>Richard Nixon>Bachelor of Arts
Gil Stein (archaeologist);/people/person/education./education/education/degree;Bachelor of Arts;5;Gil Stein (archaeologist)>archaeologist>Social science>Bachelor of Arts
Andrew Jackson Ritchie;/people/person/education./education/education/degree;Bachelor of Arts;5;Andrew Jackson Ritchie>University of Georgia>Benjamin Franklin>Bachelor of Arts
Philip Ray Martinez;/people/person/education./education/education/degree;Bachelor of Arts;5;Philip Ray Martinez>El Paso, Texas>William Howard Taft>Bachelor of Arts
Jerry A. Hausman;/people/person/education./education/education/degree;Bachelor of Arts;5;Jerry A. Hausman>Weirton, West Virginia>Meryl Streep>Bachelor of Arts
Philip W. Johnston;/people/person/education./education/education/degree;Bachelor of Arts;5;Philip W. Johnston>Michael Dukakis>Bachelor of Arts
Carl E. McGowan;/people/person/education./education/education/degree;Bachelor of Arts;5;Carl E. McGowan>Dartmouth College>Bachelor of Arts
Daphne Marlatt;/people/person/education./education/education/degree;Bachelor of Arts;5;Daphne Marlatt>University of Calgary>Bachelor of Arts
James Robert Kirkland;/people/person/education./education/education/degree;Bachelor of Arts;5;James Robert Kirkland>Harry S. Truman>Franklin D. Roosevelt>Bachelor of Arts
Walter Jay Skinner;/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Jay Skinner>Richard Nixon>Bachelor of Arts
Ralph E. Tyson;/people/person/education./education/education/degree;Bachelor of Arts;5;Ralph E. Tyson>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Norton Clapp;/people/person/education./education/education/degree;Bachelor of Arts;5;Norton Clapp>Occidental College>Jack Kemp>Bachelor of Arts
Peter Boyer;/people/person/education./education/education/degree;Bachelor of Arts;5;Peter Boyer>Rhode Island>Ronald Reagan>Bachelor of Arts
Marc Ambinder;/people/person/education./education/education/degree;Bachelor of Arts;5;Marc Ambinder>United States>Franklin D. Roosevelt>Bachelor of Arts
Richard Barclay Surrick;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Barclay Surrick>List of federal judges appointed by Bill Clinton>Byron White>Bachelor of Arts
Robert Hobbs;/people/person/education./education/education/degree;Bachelor of Arts;1;Robert Hobbs>Emory University>Bachelor of Arts
Richard James Gelles;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Gelles>University of Pennsylvania>Benjamin Franklin>Bachelor of Arts
Harris Hartz;/people/person/education./education/education/degree;Bachelor of Arts;5;Harris Hartz>United States Court of Appeals for the Tenth Circuit>William Howard Taft>Bachelor of Arts
Anne Elise Thompson;/people/person/education./education/education/degree;Bachelor of Arts;5;Anne Elise Thompson>John Winslow Bissell>Ronald Reagan>Bachelor of Arts
Malcolm Skilbeck;/people/person/education./education/education/degree;Bachelor of Arts;5;Malcolm Skilbeck>UNESCO>Social science>Bachelor of Arts
David C. Norton;/people/person/education./education/education/degree;Bachelor of Arts;5;David C. Norton>George H. W. Bush>Bachelor of Arts
James E. Gritzner;/people/person/education./education/education/degree;Bachelor of Arts;5;James E. Gritzner>Charles Robert Wolle>Ronald Reagan>Bachelor of Arts
Stephanie Strom;/people/person/education./education/education/degree;Bachelor of Arts;5;Stephanie Strom>The New York Times>Lyndon B. Johnson>Bachelor of Arts
Burt Hara;/people/person/education./education/education/degree;Bachelor of Arts;5;Burt Hara>California>Arnold Schwarzenegger>Bachelor of Arts
Claudia Ann Wilken;/people/person/education./education/education/degree;Bachelor of Arts;5;Claudia Ann Wilken>James Ware (judge)>George H. W. Bush>Bachelor of Arts
Aaron Lazare;/people/person/education./education/education/degree;Bachelor of Arts;5;Aaron Lazare>Worcester, Massachusetts>England>Aldous Huxley>Bachelor of Arts
Ahmad Sadri;/people/person/education./education/education/degree;Bachelor of Arts;1;Ahmad Sadri>Sociology>Social science>Bachelor of Arts
Patricia Jean Ehrhardt Pernick Boyle;/people/person/education./education/education/degree;Bachelor of Arts;5;Patricia Boyle>Maura D. Corrigan>Sandra Day O'Connor>Bachelor of Arts
Qazi Abdul Sattar;/people/person/education./education/education/degree;Bachelor of Arts;5;Qazi Abdul Sattar>novelist>J. K. Rowling>Bachelor of Arts
Martin Augustine Knapp;/people/person/education./education/education/degree;Bachelor of Arts;5;Martin Augustine Knapp>Theodore Roosevelt>Bachelor of Arts
Edith M. Flanigen;/people/person/education./education/education/degree;Bachelor of Arts;5;Edith M. Flanigen>Buffalo, New York>Theodore Roosevelt>Bachelor of Arts
Robert Dorsey Watkins;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Dorsey Watkins>Baltimore, Maryland>John Quincy Adams>Bachelor of Arts
Kate Millett;/people/person/education./education/education/degree;Bachelor of Arts;5;Kate Millett>Barnard College>Bachelor of Arts
Kenneth Zucker;/people/person/education./education/education/degree;Bachelor of Arts;5;Kenneth Zucker>Psychologist>Bachelor of Arts
Morris E. Lasker;/people/person/education./education/education/degree;Bachelor of Arts;5;Morris E. Lasker>Lyndon B. Johnson>Bachelor of Arts
Frank Albert Kaufman;/people/person/education./education/education/degree;Bachelor of Arts;5;Frank Albert Kaufman>Dartmouth College>Bachelor of Arts
William Lloyd Hoyt;/people/person/education./education/education/degree;Bachelor of Arts;1;William Lloyd Hoyt>University of New Brunswick>Bachelor of Arts
Rya Weickert Zobel;/people/person/education./education/education/degree;Bachelor of Arts;5;Rya W. Zobel>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
Guy Breton;/people/person/education./education/education/degree;Bachelor of Arts;5;Guy Breton>Rector (academia)>Jan Hus>Bachelor of Arts
James Hargrove Meredith;/people/person/education./education/education/degree;Bachelor of Arts;5;James Hargrove Meredith>University of Missouri>Sheryl Crow>Bachelor of Arts
Dermot Meagher;/people/person/education./education/education/degree;Bachelor of Arts;5;Dermot Meagher>Michael Dukakis>Bachelor of Arts
Dennis A. Cornell;/people/person/education./education/education/degree;Bachelor of Arts;5;Dennis A. Cornell>Governor of California>Earl Warren>Bachelor of Arts
John Percy Page;/people/person/education./education/education/degree;Bachelor of Arts;5;John Percy Page>Grant MacEwan>University of Calgary>Bachelor of Arts
Harold Duane Vietor;/people/person/education./education/education/degree;Bachelor of Arts;5;Harold Duane Vietor>William Corwin Stuart>Richard Nixon>Bachelor of Arts
Bradford P. Campbell;/people/person/education./education/education/degree;Bachelor of Arts;5;Bradford P. Campbell>United States Department of Labor>William Howard Taft>Bachelor of Arts
Alan David Lourie;/people/person/education./education/education/degree;Bachelor of Arts;5;Alan David Lourie>George H. W. Bush>Bachelor of Arts
Serhy Yekelchyk;/people/person/education./education/education/degree;Bachelor of Arts;5;Serhy Yekelchyk>Ukrainian Canadian>John Diefenbaker>Bachelor of Arts
John Weld Peck;/people/person/education./education/education/degree;Bachelor of Arts;5;John Weld Peck>Howard Clark Hollister>William Howard Taft>Bachelor of Arts
James Randal Hall;/people/person/education./education/education/degree;Bachelor of Arts;5;James Randal Hall>Georgia (U.S. state)>Emory University>Bachelor of Arts
Lucius Desha Bunton III;/people/person/education./education/education/degree;Bachelor of Arts;5;Lucius Desha Bunton III>William S. Sessions>Ronald Reagan>Bachelor of Arts
John Thomas Marten;/people/person/education./education/education/degree;Bachelor of Arts;5;J. Thomas Marten>Kathryn H. Vratil>George H. W. Bush>Bachelor of Arts
Inzer Bass Wyatt;/people/person/education./education/education/degree;Bachelor of Arts;5;Inzer Bass Wyatt>LL.B.>Richard Nixon>Bachelor of Arts
Allan Kuhn Grim;/people/person/education./education/education/degree;Bachelor of Arts;5;Allan Kuhn Grim>Harry S. Truman>Franklin D. Roosevelt>Bachelor of Arts
Benjamin C. Dawkins, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Benjamin C. Dawkins Jr.>United States District Court for the Western District of Louisiana>Franklin D. Roosevelt>Bachelor of Arts
Debra Todd;/people/person/education./education/education/degree;Bachelor of Arts;5;Debra Todd>brackets>E. E. Cummings>Bachelor of Arts
MaryAnn Mihychuk;/people/person/education./education/education/degree;Bachelor of Arts;5;MaryAnn Mihychuk>Minister of Employment, Workforce and Labour>John Diefenbaker>Bachelor of Arts
Harry Lee Hudspeth;/people/person/education./education/education/degree;Bachelor of Arts;5;Harry Lee Hudspeth>James Robertson Nowlin>Ronald Reagan>Bachelor of Arts
Edet Belzberg;/people/person/education./education/education/degree;Bachelor of Arts;1;Edet Belzberg>School of International and Public Affairs, Columbia University>George H. W. Bush>Bachelor of Arts
Fereydun Adamiyat;/people/person/education./education/education/degree;Bachelor of Arts;5;Fereydun Adamiyat>London School of Economics>Bachelor of Arts
William M. Nickerson;/people/person/education./education/education/degree;Bachelor of Arts;5;William M. Nickerson>George H. W. Bush>Bachelor of Arts
James Levin Latchum;/people/person/education./education/education/degree;Bachelor of Arts;5;James Levin Latchum>Lyndon B. Johnson>Bachelor of Arts
Randy Crane;/people/person/education./education/education/degree;Bachelor of Arts;3;Randy Crane>Houston, Texas>Theodore Roosevelt>Bachelor of Arts
Gary Vena;/people/person/education./education/education/degree;Bachelor of Arts;5;Gary Vena>Professor>Psychologist>Bachelor of Arts
Benjamin Blech;/people/person/education./education/education/degree;Bachelor of Arts;5;Benjamin Blech>New York City>Benjamin Franklin>Bachelor of Arts
Martin Pearlman;/people/person/education./education/education/degree;Bachelor of Arts;1;Martin Pearlman>Chicago>Franklin D. Roosevelt>Bachelor of Arts
Ricardo Hinojosa;/people/person/education./education/education/degree;Bachelor of Arts;5;Ricardo Hinojosa>Ronald Reagan>Bachelor of Arts
University of Akron;/people/person/education./education/education/degree;Bachelor of Arts;3;University of Akron>Let there be light>Hiram College>Bachelor of Arts
Colleen McMahon;/people/person/education./education/education/degree;Bachelor of Arts;5;Colleen McMahon>United States District Court for the Southern District of New York>John N. Mitchell>Bachelor of Arts
Robert Murray Gibson;/people/person/education./education/education/degree;Bachelor of Arts;5;Robert Murray Gibson>Warren G. Harding>Bachelor of Arts
Francis Gordon Caffey;/people/person/education./education/education/degree;Bachelor of Arts;5;Francis Gordon Caffey>Spanish American War>Theodore Roosevelt>Bachelor of Arts
Ashton Hilliard Williams;/people/person/education./education/education/degree;Bachelor of Arts;5;Ashton Hilliard Williams>University of South Carolina>George H. W. Bush>Bachelor of Arts
Jerry Fontaine;/people/person/education./education/education/degree;Bachelor of Arts;5;Jerry Fontaine>Manitoba>Brian Mulroney>Bachelor of Arts
Joseph H. Rodriguez;/people/person/education./education/education/degree;Bachelor of Arts;5;Joseph H. Rodriguez>Ronald Reagan>Bachelor of Arts
Maitland McDonagh;/people/person/education./education/education/degree;Bachelor of Arts;5;Maitland McDonagh>Documentary film>Bachelor of Arts
Boyce F. Martin, Jr.;/people/person/education./education/education/degree;Bachelor of Arts;5;Boyce F. Martin Jr.>United States Court of Appeals for the Sixth Circuit>William Howard Taft>Bachelor of Arts
Herbert Ames;/people/person/education./education/education/degree;Bachelor of Arts;5;Herbert Ames>philanthropist>Social science>Bachelor of Arts
Eldon Brooks Mahon;/people/person/education./education/education/degree;Bachelor of Arts;5;Eldon Brooks Mahon>Richard Nixon>Bachelor of Arts
Lloyd Llewellyn Black;/people/person/education./education/education/degree;Bachelor of Arts;5;Lloyd Llewellyn Black>Franklin D. Roosevelt>Bachelor of Arts
Anna M. Cienciala;/people/person/education./education/education/degree;Bachelor of Arts;5;Anna M. Cienciala>Poland>Franklin D. Roosevelt>Bachelor of Arts
Ted Wells;/people/person/education./education/education/degree;Bachelor of Arts;5;Ted Wells>brackets>E. E. Cummings>Bachelor of Arts
Richard Paul Conaboy;/people/person/education./education/education/degree;Bachelor of Arts;5;Richard Paul Conaboy>List of federal judges appointed by Jimmy Carter>Richard Nixon>Bachelor of Arts
George Ojemann;/people/person/education./education/education/degree;Bachelor of Arts;5;George Ojemann>professor emeritus>Noam Chomsky>Bachelor of Arts
Walter Washington (educator);/people/person/education./education/education/degree;Bachelor of Arts;5;Walter Washington (educator)>United States>Franklin D. Roosevelt>Bachelor of Arts
