subject;predicate;object;score;path
Mary Cecil Allen;/people/person/place_of_birth;Melbourne;5.0;0.1602632165008729
Roy Dalgarno;/people/person/place_of_birth;Melbourne;5.0;0.1023563557734266
Maggie Fitzgibbon;/people/person/place_of_birth;Melbourne;5.0;0.1020767191070861
Winifred Lewellin James;/people/person/place_of_birth;Melbourne;-3.0;0.11928535681990243
Adam Bright;/people/person/place_of_birth;Melbourne;5.0;0.11255263178894476
Michael Guider;/people/person/place_of_birth;Melbourne;5.0;0.09111932745621797
Herbert Postle;/people/person/place_of_birth;Melbourne;5.0;0.1442492924576277
Rodney de Gruchy;/people/person/place_of_birth;Melbourne;5.0;0.10691433550943474
Jennifer Huppert;/people/person/place_of_birth;Melbourne;3.0;0.1038221622416432
Nicole Richardson;/people/person/place_of_birth;Melbourne;5.0;0.10121620488347455
Justine Smethurst;/people/person/place_of_birth;Melbourne;5.0;0.10710300423342514
Joanne Fox;/people/person/place_of_birth;Melbourne;5.0;0.09995827290183237
Ashley Gilbertson;/people/person/place_of_birth;Melbourne;5.0;0.1164932142555283
William Dexter;/people/person/place_of_birth;Melbourne;-3.0;0.08763468732686654
Harry James Angus;/people/person/place_of_birth;Melbourne;5.0;0.11197149905784634
Gordon Edward Corbould;/people/person/place_of_birth;Toronto;5.0;0.1071327366944015
Alastair Sweeny;/people/person/place_of_birth;Toronto;5.0;0.10873943338451507
David Bourque;/people/person/place_of_birth;Toronto;-3.0;0.1136283379053754
Catherine Winder;/people/person/place_of_birth;Toronto;-5.0;0.06312043538060555
George Snell (bishop);/people/person/place_of_birth;Toronto;5.0;0.17063649707593476
Erna Paris;/people/person/place_of_birth;Toronto;5.0;0.13331268184916983
Ellie Tesher;/people/person/place_of_birth;Toronto;5.0;0.13288691491823365
Lorraine Leckie;/people/person/place_of_birth;Toronto;-5.0;0.0795236427457044
Jack Blum;/people/person/place_of_birth;Toronto;5.0;0.10647267474911093
William Leeming Harrison;/people/person/place_of_birth;Toronto;-3.0;0.06915752168787088
John Cole (politician);/people/person/place_of_birth;Toronto;5.0;0.0978319432803431
John Josiah Robinette;/people/person/place_of_birth;Toronto;5.0;0.13958125288244802
Kim Ondaatje;/people/person/place_of_birth;Toronto;5.0;0.1470864294491187
Kenneth William Junor;/people/person/place_of_birth;Toronto;5.0;0.09308894166946192
Arthur N. Martin;/people/person/place_of_birth;Toronto;5.0;0.15625463445581061
Frank E. Holmes;/people/person/place_of_birth;Toronto;-3.0;0.0662318785609374
John Thomas Rochead;/people/person/place_of_birth;Edinburgh;5.0;0.14529746137875843
Thomas Tod Stoddart;/people/person/place_of_birth;Edinburgh;5.0;0.09753250341864217
Gillian Cooke;/people/person/place_of_birth;Edinburgh;3.0;0.10921552164013512
George Mudie (Owenite);/people/person/place_of_birth;Edinburgh;5.0;0.10728043926785069
Robert Hamilton Paterson;/people/person/place_of_birth;Edinburgh;5.0;0.10386528696246139
Walter Elliot (Scottish naturalist);/people/person/place_of_birth;Edinburgh;5.0;0.09679256079606682
James O. Clephane;/people/person/place_of_birth;Edinburgh;-3.0;0.10172832406419614
Allan Stewart (artist);/people/person/place_of_birth;Edinburgh;5.0;0.12263919139547719
Henry John Cody;/people/person/place_of_birth;Edinburgh;-3.0;0.06923969191715638
Carl Herman Kraeling;/people/person/place_of_birth;Brooklyn;5.0;0.11118909042893227
Rebecca Pronsky;/people/person/place_of_birth;Brooklyn;5.0;0.126789839406316
Raymond Ericson;/people/person/place_of_birth;Brooklyn;5.0;0.13384019737114677
Seth Lipsky;/people/person/place_of_birth;Brooklyn;5.0;0.13169561076172676
Richard Cullen (attorney);/people/person/place_of_birth;Brooklyn;5.0;0.09273340268133219
Sy Landy;/people/person/place_of_birth;Brooklyn;5.0;0.10942436208016257
Albert Warren Ferris;/people/person/place_of_birth;Brooklyn;5.0;0.23493349689142984
Matthew T. Abruzzo;/people/person/place_of_birth;Brooklyn;5.0;0.15142031051974442
Lucille Wallenrod;/people/person/place_of_birth;Brooklyn;5.0;0.11897559248789755
Leonard D. Wexler;/people/person/place_of_birth;Brooklyn;5.0;0.16405959069140438
Joe Torres (journalist);/people/person/place_of_birth;Brooklyn;5.0;0.09555893526035722
Bob Alberti;/people/person/place_of_birth;Brooklyn;5.0;0.14735638867098869
Joe Ascione;/people/person/place_of_birth;Brooklyn;5.0;0.09960876483761726
Stanley Newman;/people/person/place_of_birth;Brooklyn;-1.0;0.10116973480983316
Roger Q. Williams;/people/person/place_of_birth;Brooklyn;5.0;0.1047238873673221
Leo C. Zeferetti;/people/person/place_of_birth;Brooklyn;5.0;0.2093080760786839
Robert Stanley Breed;/people/person/place_of_birth;Brooklyn;-3.0;0.13202592958382847
Claire Burch;/people/person/place_of_birth;Brooklyn;5.0;0.11671030103193941
Irving Fiske;/people/person/place_of_birth;Brooklyn;5.0;0.11632437768337338
Bill Kaiserman;/people/person/place_of_birth;Brooklyn;5.0;0.09007717114207359
Thomas Elliot Bowman III;/people/person/place_of_birth;Brooklyn;5.0;0.10187035520261438
George E. Waldo;/people/person/place_of_birth;Brooklyn;5.0;0.22906344480486568
Edward Raymond Neaher;/people/person/place_of_birth;Brooklyn;5.0;0.17928785543060893
Ferenc A. Váli;/people/person/place_of_birth;Budapest;5.0;0.14655196102074425
Peter Hargitai;/people/person/place_of_birth;Budapest;5.0;0.10066571218176593
Imre Zachár;/people/person/place_of_birth;Budapest;5.0;0.10165653684266777
Béla Glattfelder;/people/person/place_of_birth;Budapest;5.0;0.10810433299828531
Berthold Weisz;/people/person/place_of_birth;Budapest;5.0;0.19055928563433322
Ferenc Sipos;/people/person/place_of_birth;Budapest;5.0;0.09452165843213896
Mihály Kovács;/people/person/place_of_birth;Budapest;5.0;0.11065869268488661
László Z. Bitó;/people/person/place_of_birth;Budapest;5.0;0.10029519564136047
Katalin Karády;/people/person/place_of_birth;Budapest;5.0;0.10664075901896507
Péter Lendvay;/people/person/place_of_birth;Budapest;5.0;0.11873752849918545
Andrea Mátay;/people/person/place_of_birth;Budapest;5.0;0.13171017373168248
György Bródy;/people/person/place_of_birth;Budapest;5.0;0.10032090520498839
Ákos Császár;/people/person/place_of_birth;Budapest;5.0;0.1178042249717538
Dávid Kovács;/people/person/place_of_birth;Budapest;5.0;0.09726366011328805
Ferenc Mérei;/people/person/place_of_birth;Budapest;5.0;0.1561641400223026
Elemér Terták;/people/person/place_of_birth;Budapest;5.0;0.11766917310063453
Samuel Löw Brill;/people/person/place_of_birth;Budapest;5.0;0.1458299172183724
Bódog Török;/people/person/place_of_birth;Budapest;5.0;0.12589710952679534
George Clifford Sziklai;/people/person/place_of_birth;Budapest;5.0;0.09850005233305742
Elizabeth McClintock;/people/person/place_of_birth;Los Angeles;5.0;0.11927555673469926
Elisa Kleven;/people/person/place_of_birth;Los Angeles;-5.0;0.06260502844564873
Phil Pardee;/people/person/place_of_birth;Los Angeles;5.0;0.1397883515101351
20092011 detention of American hikers by Iran;/people/person/place_of_birth;Los Angeles;-3.0;0.07321569936746979
Harold Meyerson;/people/person/place_of_birth;Los Angeles;5.0;0.18025836694842226
David Hammerstein Mintz;/people/person/place_of_birth;Los Angeles;5.0;0.10062773519025717
Jimmy Greenspoon;/people/person/place_of_birth;Los Angeles;5.0;0.09682124752806953
Leona Rostenberg;/people/person/place_of_birth;New York City;5.0;0.08058135696458814
Edward Auer;/people/person/place_of_birth;New York City;5.0;0.08897436706215542
Tito Puente, Jr.;/people/person/place_of_birth;New York City;5.0;0.08326961020767502
Jerome Levine;/people/person/place_of_birth;New York City;5.0;0.08264715273247089
David Buskin;/people/person/place_of_birth;New York City;5.0;0.08055093340832924
James McBratney;/people/person/place_of_birth;New York City;5.0;0.08084778744119955
Allan G. Brodie;/people/person/place_of_birth;New York City;5.0;0.06576227609945869
Alisa Arnah;/people/person/place_of_birth;London;5.0;0.07334517739717249
Nick Philip;/people/person/place_of_birth;London;5.0;0.08846705218462773
Peter Milligan;/people/person/place_of_birth;London;5.0;0.07377886460656376
Russell Stannard;/people/person/place_of_birth;London;5.0;0.08745710379624948
Jean Ure;/people/person/place_of_birth;London;5.0;0.08061963854013708
Charles Frodsham;/people/person/place_of_birth;London;5.0;0.08961907929229765
Frederic Bayco;/people/person/place_of_birth;London;5.0;0.08252008927812088
Alain de Cadenet;/people/person/place_of_birth;London;5.0;0.08022610164878849
Matthew Price;/people/person/place_of_birth;London;5.0;0.08289188352369296
Edmund Hobhouse;/people/person/place_of_birth;London;5.0;0.08542251789562398
Richard Vale;/people/person/place_of_birth;London;5.0;0.08202663568001375
Antonia Okonma;/people/person/place_of_birth;London;5.0;0.0839514936252884
Neville Maxwell;/people/person/place_of_birth;London;5.0;0.08508093557492333
William Main Page;/people/person/place_of_birth;London;5.0;0.08417724768954452
David Vaughan (dance archivist);/people/person/place_of_birth;London;5.0;0.08128656572733983
Harry Zvi Tabor;/people/person/place_of_birth;London;5.0;0.08198740806707686
William Byrne (engraver);/people/person/place_of_birth;London;5.0;0.08723273964228893
Samuel Verblunsky;/people/person/place_of_birth;London;5.0;0.08539247372074993
Thalia Pellegrini;/people/person/place_of_birth;London;5.0;0.0807839452212971
Joe Daly;/people/person/place_of_birth;London;5.0;0.08189747579079092
Olivia Poulet;/people/person/place_of_birth;London;5.0;0.08910814291239343
Claude Piel;/people/person/place_of_birth;Paris;5.0;0.08672039220707864
Marianne Peretti;/people/person/place_of_birth;Paris;5.0;0.08850902372072923
Sébastien Denis;/people/person/place_of_birth;Paris;5.0;0.08217320090513891
Ibrahim Diarra;/people/person/place_of_birth;Paris;5.0;0.08725015416608875
Philippe Risoli;/people/person/place_of_birth;Paris;5.0;0.08475599073201659
Yvette Giraud;/people/person/place_of_birth;Paris;5.0;0.08650438268601533
Henri Nussbaumer;/people/person/place_of_birth;Paris;5.0;0.08395112320251841
Jeanne Deroin;/people/person/place_of_birth;Paris;5.0;0.08530714827209557
Laurent Boyer;/people/person/place_of_birth;Paris;5.0;0.08052005316931812
Raymond Monsour Scurfield;/people/person/place_of_birth;Chicago;5.0;0.08957248949441539
Mary Jayne Gold;/people/person/place_of_birth;Chicago;5.0;0.08768249084705024
Axel Leonard Melander;/people/person/place_of_birth;Chicago;5.0;0.08885912925325717
Tim McGill;/people/person/place_of_birth;Chicago;5.0;0.08904661214392881
Brian Bram;/people/person/place_of_birth;Chicago;5.0;0.07147584070983048
Ed Rossbach;/people/person/place_of_birth;Chicago;5.0;0.08916928925503881
Ruth Fuller Sasaki;/people/person/place_of_birth;Chicago;5.0;0.07038551705440782
Joel Honig;/people/person/place_of_birth;Chicago;5.0;0.08845482093501625
Daniel M. Hausman;/people/person/place_of_birth;Chicago;5.0;0.08590666538171898
Lowrell Simon;/people/person/place_of_birth;Chicago;5.0;0.08083946553330948
Francis Davis;/people/person/place_of_birth;Philadelphia;5.0;0.08267633040635472
Spencer Wishart;/people/person/place_of_birth;Philadelphia;5.0;0.08246045631090035
Harrison Allen;/people/person/place_of_birth;Philadelphia;5.0;0.08701958833063209
Dick Stockton;/people/person/place_of_birth;Philadelphia;5.0;0.08502918708962973
Andrew Repasky McElhinney;/people/person/place_of_birth;Philadelphia;5.0;0.08842990338884754
Gloria Mann;/people/person/place_of_birth;Philadelphia;5.0;0.08633469192746909
Thomas Pole;/people/person/place_of_birth;Philadelphia;5.0;0.08972123117390754
